VG,VD,W,L,ID,abs_ID,log_ID,device
-3,4.4,20,5,-1.8362e-12,1.8362e-12,-11.736080016944227,bot1
-3,4.5,20,5,-7.788e-13,7.788e-13,-12.108574057152007,bot1
-3,4.6000000000000005,20,5,2.404e-13,2.404e-13,-12.619065536669298,bot1
-3,4.7,20,5,1.1198e-12,1.1198e-12,-11.950859536841035,bot1
-3,4.8,20,5,2.295e-12,2.295e-12,-11.63921731012672,bot1
-3,4.9,20,5,3.1756e-12,3.1756e-12,-11.49817420672765,bot1
-3,5.0,20,5,3.6476e-12,3.6476e-12,-11.43799279296354,bot1
-2,0.0,20,5,-4.8482e-12,4.8482e-12,-11.3144194727723,bot1
-2,0.1,20,5,1.829e-12,1.829e-12,-11.737786294523584,bot1
-2,0.2,20,5,5.636e-13,5.636e-13,-12.249029015562682,bot1
-2,0.3,20,5,-7.334e-13,7.334e-13,-12.134659094375417,bot1
-2,0.4,20,5,-2.1154e-12,2.1154e-12,-11.674607499982736,bot1
-2,0.5,20,5,-3.001e-12,3.001e-12,-11.522734004575147,bot1
-2,0.6,20,5,-3.699e-12,3.699e-12,-11.431915668684606,bot1
-2,0.7,20,5,-4.0074e-12,4.0074e-12,-11.397137306151622,bot1
-2,0.8,20,5,-4.2252e-12,4.2252e-12,-11.37415272888219,bot1
-2,0.9,20,5,4.771e-12,4.771e-12,-11.321390583441074,bot1
-2,1.0,20,5,4.3134e-12,4.3134e-12,-11.365180266004822,bot1
-2,1.1,20,5,-1.4308e-12,1.4308e-12,-11.844421068523069,bot1
-2,1.2,20,5,-3.82e-14,3.82e-14,-13.41793663708829,bot1
-2,1.3,20,5,1.271e-12,1.271e-12,-11.895854449445991,bot1
-2,1.4,20,5,2.3638e-12,2.3638e-12,-11.626389271687069,bot1
-2,1.5,20,5,3.2338e-12,3.2338e-12,-11.490286843298602,bot1
-2,1.6,20,5,3.841e-12,3.841e-12,-11.415555692834824,bot1
-2,1.7,20,5,4.144e-12,4.144e-12,-11.382580253262823,bot1
-2,1.8,20,5,4.3018e-12,4.3018e-12,-11.366349784770378,bot1
-2,1.9,20,5,-4.8986e-12,4.8986e-12,-11.309928021838855,bot1
-2,2.0,20,5,-3.962e-12,3.962e-12,-11.402085528797471,bot1
-2,2.1,20,5,1.113e-12,1.113e-12,-11.953504835665292,bot1
-2,2.2,20,5,-4.606e-13,4.606e-13,-12.336676066371787,bot1
-2,2.3000000000000003,20,5,-1.7308e-12,1.7308e-12,-11.761753113473313,bot1
-2,2.4,20,5,-2.7688e-12,2.7688e-12,-11.557708413713929,bot1
-2,2.5,20,5,-3.4882e-12,3.4882e-12,-11.457398622246851,bot1
-2,2.6,20,5,-3.9462e-12,3.9462e-12,-11.4038209077571,bot1
-2,2.7,20,5,-4.217e-12,4.217e-12,-11.374996398985136,bot1
-2,2.8000000000000003,20,5,4.8212e-12,4.8212e-12,-11.316844852110696,bot1
-2,2.9,20,5,4.3708e-12,4.3708e-12,-11.359439065595364,bot1
-2,3.0,20,5,-1.4962e-12,1.4962e-12,-11.825010349592665,bot1
-2,3.1,20,5,-8.24e-14,8.24e-14,-13.084072788302885,bot1
-2,3.2,20,5,1.2452e-12,1.2452e-12,-11.904760887989521,bot1
-2,3.3000000000000003,20,5,2.4104e-12,2.4104e-12,-11.6179108813347,bot1
-2,3.4,20,5,3.0358e-12,3.0358e-12,-11.51772684336861,bot1
-2,3.5,20,5,3.7806e-12,3.7806e-12,-11.42243927000123,bot1
-2,3.6,20,5,4.1648e-12,4.1648e-12,-11.38040584923484,bot1
-2,3.7,20,5,4.3088e-12,4.3088e-12,-11.365643663932564,bot1
-2,3.8,20,5,-4.8602e-12,4.8602e-12,-11.313345858904537,bot1
-2,3.9,20,5,-4.0256e-12,4.0256e-12,-11.395169380570843,bot1
-2,4.0,20,5,9.96e-13,9.96e-13,-12.001740661576301,bot1
-2,4.1,20,5,-4.624e-13,4.624e-13,-12.334982174587527,bot1
-2,4.2,20,5,-1.9066e-12,1.9066e-12,-11.719740411313863,bot1
-2,4.3,20,5,-2.8444e-12,2.8444e-12,-11.54600933003177,bot1
-2,4.4,20,5,-3.654e-12,3.654e-12,-11.437231456983481,bot1
-2,4.5,20,5,-4.0182e-12,4.0182e-12,-11.395968450680177,bot1
-2,4.6000000000000005,20,5,-4.236e-12,4.236e-12,-11.373044048564553,bot1
-2,4.7,20,5,4.7892e-12,4.7892e-12,-11.319737026168353,bot1
-2,4.8,20,5,4.1858e-12,4.1858e-12,-11.378221526348845,bot1
-2,4.9,20,5,-1.2482e-12,1.2482e-12,-11.903715821755135,bot1
-2,5.0,20,5,4.734e-13,4.734e-13,-12.324771746406936,bot1
-1,0.0,20,5,-4.7542e-12,4.7542e-12,-11.322922552294552,bot1
-1,0.1,20,5,-3.2118e-12,3.2118e-12,-11.493251506232925,bot1
-1,0.2,20,5,-1.25e-13,1.25e-13,-12.903089986991944,bot1
-1,0.3,20,5,-1.595e-12,1.595e-12,-11.7972393126068,bot1
-1,0.4,20,5,-2.629e-12,2.629e-12,-11.580209413893638,bot1
-1,0.5,20,5,-3.4236e-12,3.4236e-12,-11.465516982295298,bot1
-1,0.6,20,5,-4.035e-12,4.035e-12,-11.394156460941911,bot1
-1,0.7,20,5,-4.264e-12,4.264e-12,-11.370182803981484,bot1
-1,0.8,20,5,-4.4278e-12,4.4278e-12,-11.353812004066581,bot1
-1,0.9,20,5,4.782e-12,4.782e-12,-11.320390428220245,bot1
-1,1.0,20,5,3.716e-12,3.716e-12,-11.429924294678395,bot1
-1,1.1,20,5,-5.772e-13,5.772e-13,-12.238673677578543,bot1
-1,1.2,20,5,1.0504e-12,1.0504e-12,-11.978645286918576,bot1
-1,1.3,20,5,2.4328e-12,2.4328e-12,-11.613893592863924,bot1
-1,1.4,20,5,3.1494e-12,3.1494e-12,-11.501772176848215,bot1
-1,1.5,20,5,3.8174e-12,3.8174e-12,-11.418232330831337,bot1
-1,1.6,20,5,4.1094e-12,4.1094e-12,-11.386221583406458,bot1
-1,1.7,20,5,4.2748e-12,4.2748e-12,-11.369084199281593,bot1
-1,1.8,20,5,-4.7644e-12,4.7644e-12,-11.321991784028002,bot1
-1,1.9,20,5,-4.1676e-12,4.1676e-12,-11.380113970641613,bot1
-1,2.0,20,5,1.3218e-12,1.3218e-12,-11.87883425246559,bot1
-1,2.1,20,5,-1.97e-13,1.97e-13,-12.705533773838408,bot1
-1,2.2,20,5,-1.501e-12,1.501e-12,-11.82361930775673,bot1
-1,2.3000000000000003,20,5,-2.512e-12,2.512e-12,-11.599980364934842,bot1
-1,2.4,20,5,-3.2614e-12,3.2614e-12,-11.486595933135359,bot1
-1,2.5,20,5,-3.8792e-12,3.8792e-12,-11.411257828892532,bot1
-1,2.6,20,5,-4.1698e-12,4.1698e-12,-11.37988477499732,bot1
-1,2.7,20,5,-4.3994e-12,4.3994e-12,-11.356606549526846,bot1
-1,2.8000000000000003,20,5,4.8766e-12,4.8766e-12,-11.311882865675013,bot1
-1,2.9,20,5,3.74e-12,3.74e-12,-11.42712839779952,bot1
-1,3.0,20,5,-2.574e-13,2.574e-13,-12.589391457431633,bot1
-1,3.1,20,5,1.2452e-12,1.2452e-12,-11.904760887989521,bot1
-1,3.2,20,5,2.2346e-12,2.2346e-12,-11.65080020557,bot1
-1,3.3000000000000003,20,5,3.075e-12,3.075e-12,-11.512154879888564,bot1
-1,3.4,20,5,3.679e-12,3.679e-12,-11.434270212168872,bot1
-1,3.5,20,5,4.16e-12,4.16e-12,-11.380906669373257,bot1
-1,3.6,20,5,4.3182e-12,4.3182e-12,-11.364697246928863,bot1
-1,3.7,20,5,-4.838e-12,4.838e-12,-11.315334135974139,bot1
-1,3.8,20,5,-4.0376e-12,4.0376e-12,-11.393876708274371,bot1
-1,3.9,20,5,7.646e-13,7.646e-13,-12.11656570631699,bot1
-1,4.0,20,5,-5.384e-13,5.384e-13,-12.26889494878408,bot1
-1,4.1,20,5,-1.8002e-12,1.8002e-12,-11.744679242634891,bot1
-1,4.2,20,5,-2.7842e-12,2.7842e-12,-11.555299570865857,bot1
-1,4.3,20,5,-3.6124e-12,3.6124e-12,-11.442204166394372,bot1
-1,4.4,20,5,-4.075e-12,4.075e-12,-11.389872386924004,bot1
-1,4.5,20,5,-4.321e-12,4.321e-12,-11.36441573368877,bot1
-1,4.6000000000000005,20,5,4.769e-12,4.769e-12,-11.321572677566133,bot1
-1,4.7,20,5,4.1942e-12,4.1942e-12,-11.377350864088744,bot1
-1,4.8,20,5,-1.4316e-12,1.4316e-12,-11.844178310282034,bot1
-1,4.9,20,5,6.84e-14,6.84e-14,-13.164943898279883,bot1
-1,5.0,20,5,1.553e-12,1.553e-12,-11.808828544271442,bot1
0,0.0,20,5,6.035e-12,6.035e-12,-11.219322725566633,bot1
0,0.1,20,5,1.1182599999999998e-08,1.1182599999999998e-08,-7.95145720947509,bot1
0,0.2,20,5,1.4495999999999998e-08,1.4495999999999998e-08,-7.838751819667262,bot1
0,0.3,20,5,1.5465399999999998e-08,1.5465399999999998e-08,-7.810638842841779,bot1
0,0.4,20,5,1.60278e-08,1.60278e-08,-7.795126085470577,bot1
0,0.5,20,5,1.6267399999999998e-08,1.6267399999999998e-08,-7.788681854308671,bot1
0,0.6,20,5,1.6517599999999998e-08,1.6517599999999998e-08,-7.782053055228485,bot1
0,0.7,20,5,1.6705e-08,1.6705e-08,-7.77715352002585,bot1
0,0.8,20,5,1.6887599999999997e-08,1.6887599999999997e-08,-7.772432066285554,bot1
0,0.9,20,5,1.70214e-08,1.70214e-08,-7.769004722320194,bot1
0,1.0,20,5,1.71072e-08,1.71072e-08,-7.766821067259576,bot1
0,1.1,20,5,1.7175999999999998e-08,1.7175999999999998e-08,-7.765077968571807,bot1
0,1.2,20,5,1.72634e-08,1.72634e-08,-7.762873666568564,bot1
0,1.3,20,5,1.7260799999999997e-08,1.7260799999999997e-08,-7.762939079563222,bot1
0,1.4,20,5,1.72882e-08,1.72882e-08,-7.762250221923406,bot1
0,1.5,20,5,1.7309999999999998e-08,1.7309999999999998e-08,-7.7617029321246065,bot1
0,1.6,20,5,1.73266e-08,1.73266e-08,-7.76128665056397,bot1
0,1.7,20,5,1.7419e-08,1.7419e-08,-7.758976780840857,bot1
0,1.8,20,5,1.7396399999999998e-08,1.7396399999999998e-08,-7.759540615044666,bot1
0,1.9,20,5,1.74914e-08,1.74914e-08,-7.757175428489216,bot1
0,2.0,20,5,1.75144e-08,1.75144e-08,-7.756604735945629,bot1
0,2.1,20,5,1.7499999999999998e-08,1.7499999999999998e-08,-7.756961951313706,bot1
0,2.2,20,5,1.74862e-08,1.74862e-08,-7.757304558636655,bot1
0,2.3000000000000003,20,5,1.75612e-08,1.75612e-08,-7.755445811005541,bot1
0,2.4,20,5,1.7575799999999997e-08,1.7575799999999997e-08,-7.75508489801919,bot1
0,2.5,20,5,1.75056e-08,1.75056e-08,-7.756822999310631,bot1
0,2.6,20,5,1.7515599999999998e-08,1.7515599999999998e-08,-7.756574981256592,bot1
0,2.7,20,5,1.7592399999999998e-08,1.7592399999999998e-08,-7.754674908941841,bot1
0,2.8000000000000003,20,5,1.7650199999999997e-08,1.7650199999999997e-08,-7.75325036912011,bot1
0,2.9,20,5,1.7716599999999997e-08,1.7716599999999997e-08,-7.751619620085367,bot1
0,3.0,20,5,1.75956e-08,1.75956e-08,-7.754595919380291,bot1
0,3.1,20,5,1.75836e-08,1.75836e-08,-7.754892204343279,bot1
0,3.2,20,5,1.7692799999999997e-08,1.7692799999999997e-08,-7.752203431741358,bot1
0,3.3000000000000003,20,5,1.77372e-08,1.77372e-08,-7.751114936957804,bot1
0,3.4,20,5,1.7682399999999998e-08,1.7682399999999998e-08,-7.752458789321918,bot1
0,3.5,20,5,1.77146e-08,1.77146e-08,-7.751668649695695,bot1
0,3.6,20,5,1.7702599999999998e-08,1.7702599999999998e-08,-7.75196294365356,bot1
0,3.7,20,5,1.76328e-08,1.76328e-08,-7.753678718444017,bot1
0,3.8,20,5,1.7660199999999998e-08,1.7660199999999998e-08,-7.753004382388997,bot1
0,3.9,20,5,1.76448e-08,1.76448e-08,-7.753383259910339,bot1
0,4.0,20,5,1.7602599999999997e-08,1.7602599999999997e-08,-7.754423179784891,bot1
0,4.1,20,5,1.7644399999999998e-08,1.7644399999999998e-08,-7.753393105290385,bot1
0,4.2,20,5,1.7683799999999997e-08,1.7683799999999997e-08,-7.752424405516195,bot1
0,4.3,20,5,1.7673599999999998e-08,1.7673599999999998e-08,-7.752674978456417,bot1
0,4.4,20,5,1.76678e-08,1.76678e-08,-7.752817525611745,bot1
0,4.5,20,5,1.7697e-08,1.7697e-08,-7.75210034911119,bot1
0,4.6000000000000005,20,5,1.7665e-08,1.7665e-08,-7.752886358229135,bot1
0,4.7,20,5,1.7721199999999998e-08,1.7721199999999998e-08,-7.751506872983234,bot1
0,4.8,20,5,1.77474e-08,1.77474e-08,-7.7508652622348295,bot1
0,4.9,20,5,1.7695599999999997e-08,1.7695599999999997e-08,-7.752134707269391,bot1
0,5.0,20,5,1.7741199999999997e-08,1.7741199999999997e-08,-7.751017008193543,bot1
1,0.0,20,5,1.3692e-10,1.3692e-10,-9.86353310953416,bot1
1,0.1,20,5,2.9188e-07,2.9188e-07,-6.53479566241937,bot1
1,0.2,20,5,5.4182e-07,5.4182e-07,-6.266144968056401,bot1
1,0.3,20,5,7.5278e-07,7.5278e-07,-6.123331927844643,bot1
1,0.4,20,5,9.2782e-07,9.2782e-07,-6.032536270105661,bot1
1,0.5,20,5,1.07328e-06,1.07328e-06,-5.969286963410027,bot1
1,0.6,20,5,1.1885e-06,1.1885e-06,-5.925000813935801,bot1
1,0.7,20,5,1.2812e-06,1.2812e-06,-5.892383070008216,bot1
1,0.8,20,5,1.3544e-06,1.3544e-06,-5.868253054899121,bot1
1,0.9,20,5,1.4086000000000002e-06,1.4086000000000002e-06,-5.8512123159436875,bot1
1,1.0,20,5,1.4455000000000002e-06,1.4455000000000002e-06,-5.839981903993324,bot1
1,1.1,20,5,1.4696e-06,1.4696e-06,-5.8328008567022485,bot1
1,1.2,20,5,1.4856000000000002e-06,1.4856000000000002e-06,-5.828098109268276,bot1
1,1.3,20,5,1.4979e-06,1.4979e-06,-5.824517179225228,bot1
1,1.4,20,5,1.5081000000000002e-06,1.5081000000000002e-06,-5.8215698600522625,bot1
1,1.5,20,5,1.5166000000000002e-06,1.5166000000000002e-06,-5.819128948349456,bot1
1,1.6,20,5,1.5227e-06,1.5227e-06,-5.81738565226365,bot1
1,1.7,20,5,1.5292e-06,1.5292e-06,-5.81553571065301,bot1
1,1.8,20,5,1.5308000000000002e-06,1.5308000000000002e-06,-5.815081546447538,bot1
1,1.9,20,5,1.5387000000000002e-06,1.5387000000000002e-06,-5.812846046214584,bot1
1,2.0,20,5,1.543e-06,1.543e-06,-5.811634073936852,bot1
1,2.1,20,5,1.546e-06,1.546e-06,-5.810790510417694,bot1
1,2.2,20,5,1.5495000000000002e-06,1.5495000000000002e-06,-5.809808419424698,bot1
1,2.3000000000000003,20,5,1.5547e-06,1.5547e-06,-5.8083534014372695,bot1
1,2.4,20,5,1.5607000000000002e-06,1.5607000000000002e-06,-5.806680569625523,bot1
1,2.5,20,5,1.5620000000000005e-06,1.5620000000000005e-06,-5.806318970458718,bot1
1,2.6,20,5,1.5668000000000002e-06,1.5668000000000002e-06,-5.804986437124172,bot1
1,2.7,20,5,1.5683e-06,1.5683e-06,-5.804570857542937,bot1
1,2.8000000000000003,20,5,1.5696000000000002e-06,1.5696000000000002e-06,-5.804211009964127,bot1
1,2.9,20,5,1.5731000000000002e-06,1.5731000000000002e-06,-5.803243668942013,bot1
1,3.0,20,5,1.5779000000000002e-06,1.5779000000000002e-06,-5.801920523828969,bot1
1,3.1,20,5,1.5785000000000002e-06,1.5785000000000002e-06,-5.8017554137717635,bot1
1,3.2,20,5,1.5801e-06,1.5801e-06,-5.801315426922857,bot1
1,3.3000000000000003,20,5,1.585e-06,1.585e-06,-5.79997073344623,bot1
1,3.4,20,5,1.5865000000000002e-06,1.5865000000000002e-06,-5.799559923563569,bot1
1,3.5,20,5,1.5885e-06,1.5885e-06,-5.799012780836834,bot1
1,3.6,20,5,1.5892000000000002e-06,1.5892000000000002e-06,-5.798821443616674,bot1
1,3.7,20,5,1.5930000000000005e-06,1.5930000000000005e-06,-5.797784224198868,bot1
1,3.8,20,5,1.5965e-06,1.5965e-06,-5.796831077124536,bot1
1,3.9,20,5,1.5974000000000002e-06,1.5974000000000002e-06,-5.796586319903548,bot1
1,4.0,20,5,1.5979000000000002e-06,1.5979000000000002e-06,-5.796450403249259,bot1
1,4.1,20,5,1.6004000000000002e-06,1.6004000000000002e-06,-5.79577145729304,bot1
1,4.2,20,5,1.6016000000000005e-06,1.6016000000000005e-06,-5.795445939864757,bot1
1,4.3,20,5,1.6052e-06,1.6052e-06,-5.794470848938199,bot1
1,4.4,20,5,1.6055e-06,1.6055e-06,-5.7943896900974785,bot1
1,4.5,20,5,1.6067000000000002e-06,1.6067000000000002e-06,-5.794065206315318,bot1
1,4.6000000000000005,20,5,1.6063000000000002e-06,1.6063000000000002e-06,-5.794173340640659,bot1
1,4.7,20,5,1.6087000000000002e-06,1.6087000000000002e-06,-5.793524938183314,bot1
1,4.8,20,5,1.6111e-06,1.6111e-06,-5.792877502349036,bot1
1,4.9,20,5,1.6119000000000002e-06,1.6119000000000002e-06,-5.792661904711643,bot1
1,5.0,20,5,1.6150000000000002e-06,1.6150000000000002e-06,-5.791827473332878,bot1
2,0.0,20,5,2.4004000000000003e-10,2.4004000000000003e-10,-9.619716381905942,bot1
2,0.1,20,5,7.2896e-07,7.2896e-07,-6.137296301937012,bot1
2,0.2,20,5,1.4131e-06,1.4131e-06,-5.849827103606868,bot1
2,0.3,20,5,2.0508000000000003e-06,2.0508000000000003e-06,-5.688076691231638,bot1
2,0.4,20,5,2.6458e-06,2.6458e-06,-5.57744298788064,bot1
2,0.5,20,5,3.1995000000000005e-06,3.1995000000000005e-06,-5.49491788549489,bot1
2,0.6,20,5,3.7113e-06,3.7113e-06,-5.43047393838133,bot1
2,0.7,20,5,4.1856e-06,4.1856e-06,-5.378242277691846,bot1
2,0.8,20,5,4.620100000000001e-06,4.620100000000001e-06,-5.335348624232147,bot1
2,0.9,20,5,5.0197e-06,5.0197e-06,-5.299322237484025,bot1
2,1.0,20,5,5.383400000000001e-06,5.383400000000001e-06,-5.268943349826005,bot1
2,1.1,20,5,5.714100000000001e-06,5.714100000000001e-06,-5.243052163486323,bot1
2,1.2,20,5,6.012600000000001e-06,6.012600000000001e-06,-5.220937687485133,bot1
2,1.3,20,5,6.2821e-06,6.2821e-06,-5.201895154677003,bot1
2,1.4,20,5,6.5189e-06,6.5189e-06,-5.185825680990997,bot1
2,1.5,20,5,6.726500000000001e-06,6.726500000000001e-06,-5.172210853469471,bot1
2,1.6,20,5,6.9067e-06,6.9067e-06,-5.160729407635686,bot1
2,1.7,20,5,7.056900000000001e-06,7.056900000000001e-06,-5.151386036704437,bot1
2,1.8,20,5,7.180800000000001e-06,7.180800000000001e-06,-5.14382716909597,bot1
2,1.9,20,5,7.282100000000001e-06,7.282100000000001e-06,-5.137743361497928,bot1
2,2.0,20,5,7.366000000000002e-06,7.366000000000002e-06,-5.132768285481106,bot1
2,2.1,20,5,7.4287e-06,7.4287e-06,-5.1290871798092414,bot1
2,2.2,20,5,7.484e-06,7.484e-06,-5.125866221172028,bot1
2,2.3000000000000003,20,5,7.529400000000002e-06,7.529400000000002e-06,-5.123239630316063,bot1
2,2.4,20,5,7.565300000000002e-06,7.565300000000002e-06,-5.121173845464818,bot1
2,2.5,20,5,7.6002e-06,7.6002e-06,-5.11917497906743,bot1
2,2.6,20,5,7.631500000000001e-06,7.631500000000001e-06,-5.117390091442629,bot1
2,2.7,20,5,7.6589e-06,7.6589e-06,-5.11583360089412,bot1
2,2.8000000000000003,20,5,7.682400000000001e-06,7.682400000000001e-06,-5.114503084144261,bot1
2,2.9,20,5,7.7044e-06,7.7044e-06,-5.113261177430366,bot1
2,3.0,20,5,7.727900000000001e-06,7.727900000000001e-06,-5.111938506381535,bot1
2,3.1,20,5,7.7477e-06,7.7477e-06,-5.11082720401733,bot1
2,3.2,20,5,7.768e-06,7.768e-06,-5.109690783100051,bot1
2,3.3000000000000003,20,5,7.7879e-06,7.7879e-06,-5.108579633644946,bot1
2,3.4,20,5,7.803900000000002e-06,7.803900000000002e-06,-5.107688304337289,bot1
2,3.5,20,5,7.8205e-06,7.8205e-06,-5.106765479638464,bot1
2,3.6,20,5,7.8366e-06,7.8366e-06,-5.105872320161539,bot1
2,3.7,20,5,7.853200000000001e-06,7.853200000000001e-06,-5.104953342087937,bot1
2,3.8,20,5,7.866300000000001e-06,7.866300000000001e-06,-5.104229494760736,bot1
2,3.9,20,5,7.883e-06,7.883e-06,-5.1033084734371155,bot1
2,4.0,20,5,7.8984e-06,7.8984e-06,-5.10246087599402,bot1
2,4.1,20,5,7.911900000000001e-06,7.911900000000001e-06,-5.101719210506257,bot1
2,4.2,20,5,7.9255e-06,7.9255e-06,-5.100973329691767,bot1
2,4.3,20,5,7.9371e-06,7.9371e-06,-5.100338147957612,bot1
2,4.4,20,5,7.949700000000001e-06,7.949700000000001e-06,-5.099649260123769,bot1
2,4.5,20,5,7.962100000000001e-06,7.962100000000001e-06,-5.098972372195846,bot1
2,4.6000000000000005,20,5,7.9741e-06,7.9741e-06,-5.09831832232601,bot1
2,4.7,20,5,7.9865e-06,7.9865e-06,-5.0976435040035035,bot1
2,4.8,20,5,7.9972e-06,7.9972e-06,-5.097062042683468,bot1
2,4.9,20,5,8.0095e-06,8.0095e-06,-5.096394594280134,bot1
2,5.0,20,5,8.018500000000001e-06,8.018500000000001e-06,-5.095906866460327,bot1
3,0.0,20,5,3.6828000000000005e-10,3.6828000000000005e-10,-9.433821865520553,bot1
3,0.1,20,5,1.2037000000000002e-06,1.2037000000000002e-06,-5.919481739472882,bot1
3,0.2,20,5,2.3583000000000004e-06,2.3583000000000004e-06,-5.627400949004623,bot1
3,0.3,20,5,3.4617e-06,3.4617e-06,-5.460710571928555,bot1
3,0.4,20,5,4.5175e-06,4.5175e-06,-5.345101838767031,bot1
3,0.5,20,5,5.527500000000001e-06,5.527500000000001e-06,-5.2574712487492485,bot1
3,0.6,20,5,6.488300000000001e-06,6.488300000000001e-06,-5.187869077827041,bot1
3,0.7,20,5,7.403800000000001e-06,7.403800000000001e-06,-5.130545321425013,bot1
3,0.8,20,5,8.273600000000002e-06,8.273600000000002e-06,-5.082305479572005,bot1
3,0.9,20,5,9.1013e-06,9.1013e-06,-5.040896570041218,bot1
3,1.0,20,5,9.8827e-06,9.8827e-06,-5.005124387911632,bot1
3,1.1,20,5,1.06249e-05,1.06249e-05,-4.973675148774363,bot1
3,1.2,20,5,1.1321600000000002e-05,1.1321600000000002e-05,-4.94609219310639,bot1
3,1.3,20,5,1.1976e-05,1.1976e-05,-4.921688212665004,bot1
3,1.4,20,5,1.2598e-05,1.2598e-05,-4.899698395986146,bot1
3,1.5,20,5,1.3178e-05,1.3178e-05,-4.880150496788483,bot1
3,1.6,20,5,1.3722e-05,1.3722e-05,-4.862582585009608,bot1
3,1.7,20,5,1.4232e-05,1.4232e-05,-4.8467340649241315,bot1
3,1.8,20,5,1.4706e-05,1.4706e-05,-4.8325054383642785,bot1
3,1.9,20,5,1.5144e-05,1.5144e-05,-4.819759399044259,bot1
3,2.0,20,5,1.5546e-05,1.5546e-05,-4.808381336630531,bot1
3,2.1,20,5,1.592e-05,1.592e-05,-4.79805693659835,bot1
3,2.2,20,5,1.6256e-05,1.6256e-05,-4.788986309396175,bot1
3,2.3000000000000003,20,5,1.6564e-05,1.6564e-05,-4.78083477816966,bot1
3,2.4,20,5,1.6844e-05,1.6844e-05,-4.773554767251772,bot1
3,2.5,20,5,1.7088e-05,1.7088e-05,-4.7673087646515375,bot1
3,2.6,20,5,1.7306e-05,1.7306e-05,-4.761803300620986,bot1
3,2.7,20,5,1.7498e-05,1.7498e-05,-4.757011587805205,bot1
3,2.8000000000000003,20,5,1.766e-05,1.766e-05,-4.753009300758451,bot1
3,2.9,20,5,1.7802e-05,1.7802e-05,-4.749531203299514,bot1
3,3.0,20,5,1.793e-05,1.793e-05,-4.746419710437817,bot1
3,3.1,20,5,1.8036e-05,1.8036e-05,-4.743859773365467,bot1
3,3.2,20,5,1.813e-05,1.813e-05,-4.741602195904491,bot1
3,3.3000000000000003,20,5,1.821e-05,1.821e-05,-4.73969005420508,bot1
3,3.4,20,5,1.8282e-05,1.8282e-05,-4.737976295393683,bot1
3,3.5,20,5,1.835e-05,1.835e-05,-4.7363639314118915,bot1
3,3.6,20,5,1.8414e-05,1.8414e-05,-4.734851861184533,bot1
3,3.7,20,5,1.8464e-05,1.8464e-05,-4.733674208524363,bot1
3,3.8,20,5,1.852e-05,1.852e-05,-4.732359017654084,bot1
3,3.9,20,5,1.857e-05,1.857e-05,-4.73118809626022,bot1
3,4.0,20,5,1.8616e-05,1.8616e-05,-4.730113629721327,bot1
3,4.1,20,5,1.8662e-05,1.8662e-05,-4.7290418149079025,bot1
3,4.2,20,5,1.8702e-05,1.8702e-05,-4.728111947339516,bot1
3,4.3,20,5,1.8744e-05,1.8744e-05,-4.727137724411094,bot1
3,4.4,20,5,1.8778e-05,1.8778e-05,-4.726350665276395,bot1
3,4.5,20,5,1.882e-05,1.882e-05,-4.725380380908762,bot1
3,4.6000000000000005,20,5,1.885e-05,1.885e-05,-4.724688645458189,bot1
3,4.7,20,5,1.889e-05,1.889e-05,-4.7237680420781665,bot1
3,4.8,20,5,1.8926e-05,1.8926e-05,-4.722941164244893,bot1
3,4.9,20,5,1.8962e-05,1.8962e-05,-4.7221158577598,bot1
3,5.0,20,5,1.899e-05,1.899e-05,-4.721475035262983,bot1
4,0.0,20,5,7.237e-10,7.237e-10,-9.140441427373947,bot1
4,0.1,20,5,1.7202000000000005e-06,1.7202000000000005e-06,-5.764421056669872,bot1
4,0.2,20,5,3.3871e-06,3.3871e-06,-5.470171981150739,bot1
4,0.3,20,5,4.998200000000001e-06,4.998200000000001e-06,-5.301186369826505,bot1
4,0.4,20,5,6.5580000000000006e-06,6.5580000000000006e-06,-5.183228587666654,bot1
4,0.5,20,5,8.0662e-06,8.0662e-06,-5.09333101394016,bot1
4,0.6,20,5,9.5195e-06,9.5195e-06,-5.021385861798671,bot1
4,0.7,20,5,1.0926000000000002e-05,1.0926000000000002e-05,-4.961538803821436,bot1
4,0.8,20,5,1.2278e-05,1.2278e-05,-4.910872370955722,bot1
4,0.9,20,5,1.3582e-05,1.3582e-05,-4.867036273869274,bot1
4,1.0,20,5,1.4838e-05,1.4838e-05,-4.8286246332550595,bot1
4,1.1,20,5,1.6048e-05,1.6048e-05,-4.794579084323657,bot1
4,1.2,20,5,1.721e-05,1.721e-05,-4.76421912967244,bot1
4,1.3,20,5,1.8324e-05,1.8324e-05,-4.736979716895954,bot1
4,1.4,20,5,1.9394e-05,1.9394e-05,-4.712332608725865,bot1
4,1.5,20,5,2.0422e-05,2.0422e-05,-4.6899017281438,bot1
4,1.6,20,5,2.1402e-05,2.1402e-05,-4.6695456402780025,bot1
4,1.7,20,5,2.2342e-05,2.2342e-05,-4.650877952523646,bot1
4,1.8,20,5,2.3238e-05,2.3238e-05,-4.633801252630273,bot1
4,1.9,20,5,2.4092e-05,2.4092e-05,-4.618127145501457,bot1
4,2.0,20,5,2.4912e-05,2.4912e-05,-4.603591404775955,bot1
4,2.1,20,5,2.5684e-05,2.5684e-05,-4.590337338755543,bot1
4,2.2,20,5,2.6422e-05,2.6422e-05,-4.578034311774887,bot1
