device,VD,VG,ID,IG,IS,absIg,absId,r
bot1,0.0,-5,4.6394e-12,-2.8400000000000004e-12,-6.030000000000001e-12,2.8400000000000004e-12,4.6394e-12,-219106047326.9065
bot1,0.1,-5,4.183e-12,-4.917e-11,-9.39e-12,4.917e-11,4.183e-12,1161440185830.427
bot1,0.2,-5,4.8116e-12,-5.805e-11,-1.2880000000000002e-11,5.805e-11,4.8116e-12,237699072973.61536
bot1,0.3,-5,5.0244e-12,-6.223e-11,-1.69e-11,6.223e-11,5.0244e-12,3164556962025.3174
bot1,0.4,-5,4.8748e-12,-6.181e-11,-2.226e-11,6.181e-11,4.8748e-12,-21526208158.432888
bot1,0.5,-5,-4.2666e-12,2.5670000000000004e-11,3.5640000000000006e-11,2.5670000000000004e-11,4.2666e-12,-23510603282.08021
bot1,0.6,-5,-3.632e-12,5.800000000000003e-13,1.4720000000000002e-11,5.800000000000003e-13,3.632e-12,30249863875.612568
bot1,0.7,-5,2.345e-12,-3.290000000000001e-12,-8.000000000000001e-14,3.290000000000001e-12,2.345e-12,39654215243.08035
bot1,0.8,-5,1.4116e-12,-3.23e-12,1.3500000000000001e-12,3.23e-12,1.4116e-12,-135519718118.9863
bot1,0.9,-5,8.692e-13,-2.5e-13,2.51e-12,2.5e-13,8.692e-13,-150693188667.87216
bot1,1.0,-5,8.44e-14,4.6400000000000004e-12,3.5000000000000004e-12,4.6400000000000004e-12,8.44e-14,-148323939483.83273
bot1,1.1,-5,-4.792e-13,1.484e-11,4.72e-12,1.484e-11,4.792e-13,-171057133082.44952
bot1,1.2,-5,-1.0848e-12,2.763e-11,6.1100000000000004e-12,2.763e-11,1.0848e-12,-132784490771.47786
bot1,1.3,-5,-1.9854e-12,4.133e-11,7.590000000000001e-12,4.133e-11,1.9854e-12,-183150183150.1833
bot1,1.4,-5,-2.1768e-12,5.167e-11,1.025e-11,5.167e-11,2.1768e-12,-650195058517.555
bot1,1.5,-5,-2.293e-12,5.7e-11,1.4090000000000002e-11,5.7e-11,2.293e-12,-442673749446.6576
bot1,1.6,-5,-2.6286e-12,5.914e-11,1.939e-11,5.914e-11,2.6286e-12,-1044932079414.8392
bot1,1.7,-5,-2.4844e-12,5.821e-11,2.3990000000000003e-11,5.821e-11,2.4844e-12,21461069619.709843
bot1,1.8,-5,6.6906e-12,-2.182e-11,-3.6730000000000005e-11,2.182e-11,6.6906e-12,24235961319.40576
bot1,1.9,-5,5.7678e-12,-2.67e-12,-1.3080000000000002e-11,2.67e-12,5.7678e-12,-33302251232.18329
bot1,2.0,-5,6.85e-13,6.900000000000001e-13,-1.4800000000000006e-12,6.900000000000001e-13,6.85e-13,-45549785916.00618
bot1,2.1,-5,1.377e-12,-1.14e-12,-2.03e-12,1.14e-12,1.377e-12,87496718873.04234
bot1,2.2,-5,2.9708e-12,-3.82e-12,-2.79e-12,3.82e-12,2.9708e-12,71418368804.45657
bot1,2.3000000000000003,-5,4.1774e-12,-1.356e-11,-4.050000000000001e-12,1.356e-11,4.1774e-12,-958772770853.3076
bot1,2.4,-5,2.7622e-12,-2.085e-11,-5.02e-12,2.085e-11,2.7622e-12,-238038562247.08383
bot1,2.5,-5,3.3372e-12,-3.66e-11,-6.8200000000000004e-12,3.66e-11,3.3372e-12,186497575531.5183
bot1,2.6,-5,3.8346e-12,-4.883e-11,-9.65e-12,4.883e-11,3.8346e-12,221385875581.1382
bot1,2.7,-5,4.2406e-12,-5.804000000000001e-11,-1.2780000000000002e-11,5.804000000000001e-11,4.2406e-12,348918353105.37366
bot1,2.8000000000000003,-5,4.4078e-12,-6.066e-11,-1.682e-11,6.066e-11,4.4078e-12,632511068943.7045
bot1,2.9,-5,4.5568e-12,-6.175000000000001e-11,-2.195e-11,6.175000000000001e-11,4.5568e-12,-22808658166.64003
bot1,3.0,-5,-4.3608e-12,2.333e-11,3.59e-11,2.333e-11,4.3608e-12,-23990020151.61695
bot1,3.1,-5,-3.78e-12,7.5e-13,1.443e-11,7.5e-13,3.78e-12,29570051451.88956
bot1,3.2,-5,2.4028e-12,-3.43e-12,4.500000000000001e-13,3.43e-12,2.4028e-12,38166482195.3361
bot1,3.3000000000000003,-5,1.4602e-12,-3.43e-12,1.4300000000000002e-12,3.43e-12,1.4602e-12,-108003024084.67424
bot1,3.4,-5,5.51e-13,-6.700000000000003e-13,1.9700000000000003e-12,6.700000000000003e-13,5.51e-13,-112752283233.73534
bot1,3.5,-5,-3.136e-13,3.110000000000001e-12,2.830000000000001e-12,3.110000000000001e-12,3.136e-13,-122354092744.40242
bot1,3.6,-5,-1.0836e-12,1.295e-11,4.13e-12,1.295e-11,1.0836e-12,-154918667699.45792
bot1,3.7,-5,-1.6046e-12,2.5430000000000003e-11,5.55e-12,2.5430000000000003e-11,1.6046e-12,-228206298493.83856
bot1,3.8,-5,-1.96e-12,3.954e-11,8.04e-12,3.954e-11,1.96e-12,-357525920629.2451
bot1,3.9,-5,-2.164e-12,5.102e-11,1.06e-11,5.102e-11,2.164e-12,-526038926880.58856
bot1,4.0,-5,-2.3402e-12,5.82e-11,1.458e-11,5.82e-11,2.3402e-12,-1650165016501.6487
bot1,4.1,-5,-2.2852e-12,5.988e-11,1.979e-11,5.988e-11,2.2852e-12,21514167079.02156
bot1,4.2,-5,6.956e-12,-3.2790000000000004e-11,-3.55e-11,3.2790000000000004e-11,6.956e-12,21812629512.48775
bot1,4.3,-5,6.8838e-12,-3.640000000000001e-12,-1.8950000000000003e-11,3.640000000000001e-12,6.8838e-12,-31884704907.056114
bot1,4.4,-5,6.834e-13,-1.2000000000000002e-13,4.800000000000001e-13,1.2000000000000002e-13,6.834e-13,-40791352233.32657
bot1,4.5,-5,1.9808e-12,-1.2500000000000001e-12,-1.5600000000000002e-12,1.2500000000000001e-12,1.9808e-12,72886297376.09334
bot1,4.6000000000000005,-5,3.4274e-12,-2.830000000000001e-12,-2.3200000000000002e-12,2.830000000000001e-12,3.4274e-12,64466219700.87679
bot1,4.7,-5,5.0832e-12,-7.43e-12,-2.6600000000000004e-12,7.43e-12,5.0832e-12,62104086448.88812
bot1,4.8,-5,6.6478e-12,-1.867e-11,-4.490000000000001e-12,1.867e-11,6.6478e-12,72743143958.68193
bot1,4.9,-5,7.8326e-12,-3.204e-11,-5.69e-12,3.204e-11,7.8326e-12,86452839975.79326
bot1,5.0,-5,8.9612e-12,-4.783e-11,-8.03e-12,4.783e-11,8.9612e-12,88605351763.2462
bot1,0.0,-4,-4.8456e-12,1.3900000000000001e-12,2.739e-11,1.3900000000000001e-12,4.8456e-12,12820512820.51282
bot1,0.1,-4,2.9544e-12,-2.4300000000000003e-12,-3.640000000000001e-12,2.4300000000000003e-12,2.9544e-12,39666798889.32962
bot1,0.2,-4,1.964e-13,0.0,-2.18e-12,0.0,1.964e-13,-122624156958.9209
bot1,0.3,-4,1.3234e-12,-5.860000000000001e-12,-3.56e-12,5.860000000000001e-12,1.3234e-12,95383441434.56696
bot1,0.4,-4,2.2932e-12,-1.4870000000000003e-11,-4.57e-12,1.4870000000000003e-11,2.2932e-12,114757860913.47258
bot1,0.5,-4,3.0662e-12,-2.9990000000000004e-11,-6.580000000000002e-12,2.9990000000000004e-11,3.0662e-12,143041052782.1484
bot1,0.6,-4,3.6914e-12,-4.925e-11,-9.8e-12,4.925e-11,3.6914e-12,216543958423.5601
bot1,0.7,-4,3.9898e-12,-5.9e-11,-1.378e-11,5.9e-11,3.9898e-12,418760469011.7258
bot1,0.8,-4,4.169e-12,-6.124e-11,-2.02e-11,6.124e-11,4.169e-12,-23198088477.509453
bot1,0.9,-4,-4.6316e-12,2.837e-11,3.5340000000000004e-11,2.837e-11,4.6316e-12,-23443360840.21005
bot1,1.0,-4,-4.3622e-12,1.3300000000000002e-12,1.6490000000000003e-11,1.3300000000000002e-12,4.3622e-12,31292048690.427776
bot1,1.1,-4,1.7598e-12,-2.1000000000000003e-12,2.3000000000000013e-13,2.1000000000000003e-12,1.7598e-12,40739835411.064926
bot1,1.2,-4,5.47e-13,-3.0300000000000002e-12,1.45e-12,3.0300000000000002e-12,5.47e-13,-80768920119.538
bot1,1.3,-4,-7.164e-13,1.4e-12,2.3200000000000002e-12,1.4e-12,7.164e-13,-84068936527.953
bot1,1.4,-4,-1.832e-12,8.93e-12,3.5500000000000004e-12,8.93e-12,1.832e-12,-106292517006.8027
bot1,1.5,-4,-2.598e-12,2.223e-11,5.02e-12,2.223e-11,2.598e-12,-139625802848.36633
bot1,1.6,-4,-3.2644e-12,4.021e-11,7.85e-12,4.021e-11,3.2644e-12,-177746178457.16312
bot1,1.7,-4,-3.7232e-12,5.423e-11,1.102e-11,5.423e-11,3.7232e-12,-245338567222.7675
bot1,1.8,-4,-4.0796e-12,5.969e-11,1.631e-11,5.969e-11,4.0796e-12,-351617440225.03564
bot1,1.9,-4,-4.292e-12,6.172000000000001e-11,2.121e-11,6.172000000000001e-11,4.292e-12,22395914985.106712
bot1,2.0,-4,4.8506e-12,-2.553e-11,-3.646e-11,2.553e-11,4.8506e-12,22880153754.633224
bot1,2.1,-4,4.4492e-12,-1.6700000000000006e-12,-1.7160000000000002e-11,1.6700000000000006e-12,4.4492e-12,-30155906034.196827
