device,VD,VG,ID,IG,IS,absIg,absId,r
top1,0.0,-5,2.3426e-12,-2.982e-11,4.1680000000000005e-11,2.982e-11,2.3426e-12,-15819781054.230207
top1,0.1,-5,-3.9786e-12,1.5600000000000002e-12,1.6030000000000002e-11,1.5600000000000002e-12,3.9786e-12,-200000000000.0
top1,0.2,-5,1.3426e-12,-1.8700000000000003e-12,9.4e-13,1.8700000000000003e-12,1.3426e-12,49120738775.9112
top1,0.3,-5,9.3e-14,-6.700000000000003e-13,2.1500000000000003e-12,6.700000000000003e-13,9.3e-14,-81799591002.04498
top1,0.4,-5,-1.1024e-12,4.36e-12,2.9800000000000002e-12,4.36e-12,1.1024e-12,-91082976591.675
top1,0.5,-5,-2.1028e-12,1.239e-11,5.04e-12,1.239e-11,2.1028e-12,-114586914174.40126
top1,0.6,-5,-2.8478e-12,2.602e-11,7.34e-12,2.602e-11,2.8478e-12,-137287204832.50966
top1,0.7,-5,-3.5596e-12,3.9210000000000006e-11,1.093e-11,3.9210000000000006e-11,3.5596e-12,-192381685263.56305
top1,0.8,-5,-3.8874e-12,4.549e-11,1.54e-11,4.549e-11,3.8874e-12,-361925443358.6679
top1,0.9,-5,-4.1122e-12,5.051e-11,2.218e-11,5.051e-11,4.1122e-12,-516795865633.075
top1,1.0,-5,-4.2744e-12,4.793e-11,2.969e-11,4.793e-11,4.2744e-12,22405449005.198067
top1,1.1,-5,4.8142e-12,-1.066e-11,-4.333e-11,1.066e-11,4.8142e-12,24860779634.04932
top1,1.2,-5,3.7704e-12,-2.1000000000000003e-12,-1.25e-11,2.1000000000000003e-12,3.7704e-12,-34686090877.55809
top1,1.3,-5,-9.518e-13,1.5200000000000002e-12,-1.9700000000000003e-12,1.5200000000000002e-12,9.518e-13,-55060015416.80437
top1,1.4,-5,1.38e-13,5.1e-13,-2.3800000000000004e-12,5.1e-13,1.38e-13,91041514930.8084
top1,1.5,-5,1.245e-12,-4.400000000000001e-12,-3.51e-12,4.400000000000001e-12,1.245e-12,103616205574.55183
top1,1.6,-5,2.0682e-12,-1.1970000000000002e-11,-4.97e-12,1.1970000000000002e-11,2.0682e-12,123016361176.0364
top1,1.7,-5,2.8708e-12,-2.6830000000000003e-11,-7.6e-12,2.6830000000000003e-11,2.8708e-12,154273372415.921
top1,1.8,-5,3.3646e-12,-3.8440000000000005e-11,-1.038e-11,3.8440000000000005e-11,3.3646e-12,226654578422.4844
top1,1.9,-5,3.7532e-12,-4.45e-11,-1.468e-11,4.45e-11,3.7532e-12,287191269385.4107
top1,2.0,-5,4.061e-12,-4.974e-11,-1.956e-11,4.974e-11,4.061e-12,457875457875.4578
top1,2.1,-5,4.19e-12,-5.127e-11,-2.553e-11,5.127e-11,4.19e-12,-22604489251.56538
top1,2.2,-5,-4.7868e-12,2.245e-11,4.153e-11,2.245e-11,4.7868e-12,-23669759515.243347
top1,2.3000000000000003,-5,-4.2596e-12,1.6800000000000001e-12,2.078e-11,1.6800000000000001e-12,4.2596e-12,29500265502.389484
top1,2.4,-5,1.9928e-12,-1.4800000000000006e-12,-6.700000000000003e-13,1.4800000000000006e-12,1.9928e-12,39605528931.83882
top1,2.5,-5,7.902e-13,-2.37e-12,1.4200000000000002e-12,2.37e-12,7.902e-13,-90834771550.54962
