device,VD,VG,ID,IG,IS,absIg,absId,r
bot1,0.0,-5,4.679e-12,-1.699e-11,-3.0570000000000004e-11,1.699e-11,4.679e-12,-35156799324.989456
bot1,0.1,-5,1.8346e-12,-2.14e-12,8e-13,2.14e-12,1.8346e-12,-55710306406.68524
bot1,0.2,-5,1.089e-12,-2.47e-12,1.14e-12,2.47e-12,1.089e-12,-116441546343.73544
bot1,0.3,-5,1.17e-13,1.8000000000000007e-13,1.85e-12,1.8000000000000007e-13,1.17e-13,-98357430903.9048
bot1,0.4,-5,-9.444e-13,3.61e-12,2.7100000000000004e-12,3.61e-12,9.444e-13,-99000099000.099
bot1,0.5,-5,-1.9032e-12,1.29e-11,3.82e-12,1.29e-11,1.9032e-12,-120120120120.1201
bot1,0.6,-5,-2.6094e-12,2.15e-11,4.93e-12,2.15e-11,2.6094e-12,-158127767235.92667
bot1,0.7,-5,-3.168e-12,3.61e-11,7.29e-12,3.61e-11,3.168e-12,-198886237072.39465
bot1,0.8,-5,-3.615e-12,4.8680000000000007e-11,9.78e-12,4.8680000000000007e-11,3.615e-12,-256607646907.87772
bot1,0.9,-5,-3.9474e-12,5.671e-11,1.301e-11,5.671e-11,3.9474e-12,-397930760047.75134
bot1,1.0,-5,-4.1176e-12,5.93e-11,1.6290000000000003e-11,5.93e-11,4.1176e-12,-567214974475.3264
bot1,1.1,-5,-4.3e-12,6.085e-11,2.093e-11,6.085e-11,4.3e-12,22562667809.84183
bot1,1.2,-5,4.7466e-12,-2.855e-11,-3.565e-11,2.855e-11,4.7466e-12,22875443211.712223
bot1,1.3,-5,4.443e-12,-5.7e-13,-1.8820000000000003e-11,5.7e-13,4.443e-12,-27636524430.687626
bot1,1.4,-5,-2.4902e-12,1.85e-12,1.5200000000000002e-12,1.85e-12,2.4902e-12,-33794059004.427017
bot1,1.5,-5,-1.4752e-12,3.3200000000000004e-12,-1.12e-12,3.3200000000000004e-12,1.4752e-12,101874490627.54684
bot1,1.6,-5,-5.27e-13,7.400000000000002e-13,-2.1000000000000003e-12,7.400000000000002e-13,5.27e-13,107874865156.41852
bot1,1.7,-5,3.788e-13,-4.9e-13,-2.75e-12,4.9e-13,3.788e-13,114508187335.39449
bot1,1.8,-5,1.2196e-12,-6.45e-12,-3.2e-12,6.45e-12,1.2196e-12,127291242362.52556
bot1,1.9,-5,1.95e-12,-1.168e-11,-4.33e-12,1.168e-11,1.95e-12,138197899391.92923
