VG,VD,W,L,ID,abs_ID,log_ID,sweep,device
-2.0,3.2,5,5,-4.337e-12,4.337e-12,-11.362810577851238,output,bot1rep
-2.0,3.3000000000000003,5,5,4.8004e-12,4.8004e-12,-11.31872257292547,output,bot1rep
-2.0,3.4,5,5,4.2372e-12,4.2372e-12,-11.372921036389277,output,bot1rep
-2.0,3.5,5,5,-1.9294e-12,1.9294e-12,-11.714577725811754,output,bot1rep
-2.0,3.6,5,5,-6.914e-13,6.914e-13,-12.160270624793611,output,bot1rep
-2.0,3.7,5,5,4.636e-13,4.636e-13,-12.333856572708441,output,bot1rep
-2.0,3.8,5,5,1.6914e-12,1.6914e-12,-11.771753673744755,output,bot1rep
-2.0,3.9,5,5,2.6176e-12,2.6176e-12,-11.58209671800877,output,bot1rep
-2.0,4.0,5,5,3.3864e-12,3.3864e-12,-11.470261744534046,output,bot1rep
-2.0,4.1,5,5,3.786e-12,3.786e-12,-11.421819390372223,output,bot1rep
-2.0,4.2,5,5,4.1028e-12,4.1028e-12,-11.38691965315578,output,bot1rep
-2.0,4.3,5,5,4.2124e-12,4.2124e-12,-11.375470395904268,output,bot1rep
-2.0,4.4,5,5,-4.7918e-12,4.7918e-12,-11.319501316810108,output,bot1rep
-2.0,4.5,5,5,-4.2446e-12,4.2446e-12,-11.372163230267581,output,bot1rep
-2.0,4.6000000000000005,5,5,1.588e-12,1.588e-12,-11.799149501908923,output,bot1rep
-2.0,4.7,5,5,4.312e-13,4.312e-13,-12.365321247821317,output,bot1rep
-2.0,4.8,5,5,-6.436e-13,6.436e-13,-12.191383964573008,output,bot1rep
-2.0,4.9,5,5,-1.5812e-12,1.5812e-12,-11.801013194329068,output,bot1rep
-2.0,5.0,5,5,-2.2928e-12,2.2928e-12,-11.639633826946731,output,bot1rep
-1.0,0.0,5,5,-4.6168e-12,4.6168e-12,-11.335658938699394,output,bot1rep
-1.0,0.1,5,5,4.9636e-12,4.9636e-12,-11.304203224109699,output,bot1rep
-1.0,0.2,5,5,3.6868e-12,3.6868e-12,-11.433350421182134,output,bot1rep
-1.0,0.3,5,5,-1.0168e-12,1.0168e-12,-11.992764462454048,output,bot1rep
-1.0,0.4,5,5,1.87e-13,1.87e-13,-12.7281583934635,output,bot1rep
-1.0,0.5,5,5,1.099e-12,1.099e-12,-11.95900230757651,output,bot1rep
-1.0,0.6,5,5,1.9448e-12,1.9448e-12,-11.71112505416472,output,bot1rep
-1.0,0.7,5,5,2.6504e-12,2.6504e-12,-11.576688577126097,output,bot1rep
-1.0,0.8,5,5,3.4052e-12,3.4052e-12,-11.467857375279666,output,bot1rep
-1.0,0.9,5,5,3.9164e-12,3.9164e-12,-11.407112958104559,output,bot1rep
-1.0,1.0,5,5,4.2104e-12,4.2104e-12,-11.37567664299078,output,bot1rep
-1.0,1.1,5,5,4.3224e-12,4.3224e-12,-11.36427504546886,output,bot1rep
-1.0,1.2,5,5,-4.7468e-12,4.7468e-12,-11.32359906630696,output,bot1rep
-1.0,1.3,5,5,-4.1196e-12,4.1196e-12,-11.385144950526625,output,bot1rep
-1.0,1.4,5,5,1.5326e-12,1.5326e-12,-11.814571178779332,output,bot1rep
-1.0,1.5,5,5,5.186e-13,5.186e-13,-12.285167487566667,output,bot1rep
-1.0,1.6,5,5,-4.542e-13,4.542e-13,-12.342752870116284,output,bot1rep
-1.0,1.7,5,5,-1.623e-12,1.623e-12,-11.789681480173767,output,bot1rep
-1.0,1.8,5,5,-2.3594e-12,2.3594e-12,-11.627198424919262,output,bot1rep
-1.0,1.9,5,5,-2.9564e-12,2.9564e-12,-11.5292368063935,output,bot1rep
-1.0,2.0,5,5,-3.4258e-12,3.4258e-12,-11.465237994969973,output,bot1rep
-1.0,2.1,5,5,-3.8358e-12,3.8358e-12,-11.416144045182492,output,bot1rep
-1.0,2.2,5,5,-4.1054e-12,4.1054e-12,-11.386644522020887,output,bot1rep
