device,VD,VG,ID,IG,IS,absIg,absId,r
bot2,0.0,-5,4.4478e-12,-5.026e-11,1.5890000000000003e-11,5.026e-11,4.4478e-12,-37944903999.39288
bot2,0.1,-5,1.8124e-12,-2.92e-12,4.2000000000000003e-13,2.92e-12,1.8124e-12,-56104129263.91384
bot2,0.2,-5,8.83e-13,-1.64e-12,9.200000000000001e-13,1.64e-12,8.83e-13,-120307988450.43307
bot2,0.3,-5,1.5e-13,-6.3e-13,1.6100000000000002e-12,6.3e-13,1.5e-13,-112841345068.83322
bot2,0.4,-5,-8.894e-13,3.56e-12,2.3200000000000002e-12,3.56e-12,8.894e-13,-110302228105.00772
bot2,0.5,-5,-1.6632e-12,1.164e-11,3.640000000000001e-12,1.164e-11,1.6632e-12,-155933260564.47836
bot2,0.6,-5,-2.172e-12,1.6560000000000002e-11,4.300000000000001e-12,1.6560000000000002e-11,2.172e-12,-189071658158.4421
bot2,0.7,-5,-2.721e-12,2.7910000000000004e-11,5.55e-12,2.7910000000000004e-11,2.721e-12,-213720880530.02792
bot2,0.8,-5,-3.1078e-12,3.658e-11,7.040000000000001e-12,3.658e-11,3.1078e-12,-229779411764.70584
bot2,0.9,-5,-3.5914e-12,4.968e-11,1.031e-11,4.968e-11,3.5914e-12,-246184145741.0141
bot2,1.0,-5,-3.9202e-12,5.513e-11,1.253e-11,5.513e-11,3.9202e-12,-377786173026.06726
bot2,1.1,-5,-4.1208e-12,5.874000000000001e-11,1.6630000000000002e-11,5.874000000000001e-11,4.1208e-12,-656598818122.1287
bot2,1.2,-5,-4.2248e-12,6.113e-11,2.018e-11,6.113e-11,4.2248e-12,22767633532.170666
bot2,1.3,-5,4.6636e-12,-3.3560000000000005e-11,-3.486e-11,3.3560000000000005e-11,4.6636e-12,-267809319764.32803
bot2,1.4,-5,-4.9716e-12,1.1600000000000001e-12,3.2830000000000005e-11,1.1600000000000001e-12,4.9716e-12,-26905588290.687977
bot2,1.5,-5,-2.7698e-12,2.87e-12,2.6600000000000004e-12,2.87e-12,2.7698e-12,43757931125.01641
bot2,1.6,-5,-4.01e-13,9e-14,1.85e-12,9e-14,4.01e-13,126968004062.97612
bot2,1.7,-5,-1.1946e-12,5.150000000000001e-12,2.9100000000000003e-12,5.150000000000001e-12,1.1946e-12,-127420998980.63196
bot2,1.8,-5,-1.9706e-12,1.392e-11,4.17e-12,1.392e-11,1.9706e-12,-126055716626.74916
bot2,1.9,-5,-2.7812e-12,2.728e-11,5.59e-12,2.728e-11,2.7812e-12,-157778479015.46225
bot2,2.0,-5,-3.2382e-12,4.0660000000000005e-11,7.480000000000001e-12,4.0660000000000005e-11,3.2382e-12,-222321031569.5864
bot2,2.1,-5,-3.6808e-12,4.968e-11,9.64e-12,4.968e-11,3.6808e-12,-304136253041.36304
bot2,2.2,-5,-3.8958e-12,5.480000000000001e-11,1.29e-11,5.480000000000001e-11,3.8958e-12,-515995872033.0246
