device,VD,VG,ID,IG,IS,absIg,absId,r
bot2,0.0,-5,2.2028e-12,-3.2060000000000004e-11,3.444e-11,3.2060000000000004e-11,2.2028e-12,-15605980211.617092
bot2,0.1,-5,-4.205e-12,1.69e-12,1.4830000000000002e-11,1.69e-12,4.205e-12,-318471337579.61786
bot2,0.2,-5,1.5748e-12,-2.87e-12,7.200000000000003e-13,2.87e-12,1.5748e-12,45195697369.610405
bot2,0.3,-5,2.202e-13,-2.3000000000000013e-13,1.6800000000000001e-12,2.3000000000000013e-13,2.202e-13,-75849514563.10681
bot2,0.4,-5,-1.062e-12,3.2600000000000002e-12,2.41e-12,3.2600000000000002e-12,1.062e-12,-89605734767.0251
bot2,0.5,-5,-2.0118e-12,1.5380000000000003e-11,3.87e-12,1.5380000000000003e-11,2.0118e-12,-115848007414.27245
bot2,0.6,-5,-2.7884e-12,2.8870000000000003e-11,5.810000000000001e-12,2.8870000000000003e-11,2.7884e-12,-143719459614.8319
bot2,0.7,-5,-3.4034e-12,4.5290000000000006e-11,8.570000000000001e-12,4.5290000000000006e-11,3.4034e-12,-164717509471.25687
bot2,0.8,-5,-4.0026e-12,5.558e-11,1.3290000000000002e-11,5.558e-11,4.0026e-12,-271444082519.00107
bot2,0.9,-5,-4.1402e-12,6.04e-11,1.818e-11,6.04e-11,4.1402e-12,-643915003219.5751
bot2,1.0,-5,-4.3132e-12,5.911e-11,2.3830000000000003e-11,5.911e-11,4.3132e-12,22444673878.88855
bot2,1.1,-5,4.7706e-12,-1.5e-11,-3.652e-11,1.5e-11,4.7706e-12,25030036043.2519
bot2,1.2,-5,3.6772e-12,-2.0500000000000004e-12,-9.88e-12,2.0500000000000004e-12,3.6772e-12,-37319002836.24421
bot2,1.3,-5,-5.886e-13,2.08e-12,-1.6600000000000002e-12,2.08e-12,5.886e-13,-64045087741.77027
bot2,1.4,-5,5.544e-13,-1.6e-12,-2.780000000000001e-12,1.6e-12,5.544e-13,81900081900.0819
bot2,1.5,-5,1.8534e-12,-1.1960000000000002e-11,-4.11e-12,1.1960000000000002e-11,1.8534e-12,93817431278.73157
bot2,1.6,-5,2.6862e-12,-2.4650000000000003e-11,-5.120000000000001e-12,2.4650000000000003e-11,2.6862e-12,141924496168.0386
bot2,1.7,-5,3.2626e-12,-3.823e-11,-7.54e-12,3.823e-11,3.2626e-12,187969924812.0301
