device,VG,VD,ID,IG,IS,W,L,sqrt_ID,gm,absIg,Ca,Mob_Sat,SS,absId
bot2,-2.0,5,-1.666e-12,8.580000000000001e-12,3.3100000000000002e-12,40,20,1.2907362240210042e-06,-3.159200000000001e-11,8.580000000000001e-12,1.33e-07,3.5440295175172546e-05,1.0744139800129917,1.666e-12
bot2,-1.9,5,-3.9252e-12,5.313e-11,1.212e-11,40,20,1.9812117504194247e-06,3.225500000000001e-11,5.313e-11,1.33e-07,0.000151150604531,2.291034725210475,3.9252e-12
bot2,-1.8,5,4.785e-12,-1.477e-11,-3.6000000000000005e-11,40,20,2.187464285422736e-06,2.9149999999999988e-12,1.477e-11,1.33e-07,4.402677046893641e-06,-0.349146776491089,4.785e-12
bot2,-1.7,5,-3.3422e-12,2.7000000000000002e-12,5.5e-12,40,20,1.8281684823888637e-06,-2.0438e-11,2.7000000000000002e-12,1.33e-07,0.0003437737258475,-4.181999995364524,3.3422e-12
bot2,-1.6,5,6.974e-13,-1.5700000000000002e-12,-2.46e-12,40,20,8.351047838445185e-07,3.384600000000001e-11,1.5700000000000002e-12,1.33e-07,9.9845793016203e-08,0.054408347777386,6.974e-13
bot2,-1.5,5,3.427e-12,-4.668e-11,-8.97e-12,40,20,1.8512158166999327e-06,-2.7222000000000005e-11,4.668e-11,1.33e-07,0.0003393632215367,4.164686443392008,3.427e-12
bot2,-1.4,5,-4.747e-12,3.2460000000000003e-11,3.4470000000000005e-11,40,20,2.178761115863784e-06,-3.0280000000000004e-11,3.2460000000000003e-11,1.33e-07,9.926036941364114e-06,-0.5756175916175189,4.747e-12
bot2,-1.3,5,-2.629e-12,3.75e-12,1.9900000000000002e-12,40,20,1.621419131501784e-06,3.088199999999997e-11,3.75e-12,1.33e-07,0.0001817019912692,-2.60632726976606,2.629e-12
bot2,-1.2,5,1.4294e-12,-7.480000000000001e-12,-3.0600000000000007e-12,40,20,1.1955751753863077e-06,3.218400000000001e-11,7.480000000000001e-12,1.33e-07,2.0462403692125536e-05,0.8044177171146407,1.4294e-12
bot2,-1.1,5,3.8078e-12,-5.23e-11,-1.164e-11,40,20,1.9513585011473416e-06,-3.175800000000001e-11,5.23e-11,1.33e-07,0.0001967267416926,2.6850273915836813,3.8078e-12
bot2,-1.0,5,-4.9222e-12,1.983e-11,3.601e-11,40,20,2.2186031641553207e-06,-2.7421999999999992e-11,1.983e-11,1.33e-07,8.101915974387738e-05,-1.7812233385329705,4.9222e-12
bot2,-0.9,5,-1.6766e-12,2.51e-12,-8.400000000000001e-13,40,20,1.2948358969382953e-06,3.5334000000000004e-11,2.51e-12,1.33e-07,0.0001069086659704,-1.8040647721465857,1.6766e-12
bot2,-0.8,5,2.1446e-12,-1.566e-11,-4.17e-12,40,20,1.464445287472359e-06,2.8373e-11,1.566e-11,1.33e-07,9.333673121028576e-05,1.887066639797004,2.1446e-12
bot2,-0.7,5,3.998e-12,-5.773e-11,-1.571e-11,40,20,1.99949993748437e-06,-3.5855999999999985e-11,5.773e-11,1.33e-07,0.0001136473338878,1.8496401262478197,3.998e-12
