device,VG,VD,ID,IG,IS,W,L,sqrt_ID,gm,absIg,Ca,Mob_Sat,SS,absId
bot1,-2.0,5,2.6796e-12,-2.296e-11,-5.560000000000001e-12,80,5,1.6369483803712322e-06,2.7206000000000007e-11,2.296e-11,1.33e-07,2.1119351305873232e-05,2.6889616413467814,2.6796e-12
bot1,-1.9,5,4.2184e-12,-6.14e-11,-1.839e-11,80,5,2.0538743875904386e-06,-3.8456000000000007e-11,6.14e-11,1.33e-07,8.506984273351865e-06,1.3595321572311294,4.2184e-12
bot1,-1.8,5,-5.0116e-12,8.9e-13,3.2910000000000006e-11,80,5,2.2386603136697627e-06,-1.3737999999999989e-11,8.9e-13,1.33e-07,1.6622750713279282e-05,-2.2879706856329185,5.0116e-12
bot1,-1.7,5,1.4708e-12,-2.7100000000000004e-12,7e-13,80,5,1.2127654348636424e-06,1.2238000000000003e-11,2.7100000000000004e-12,1.33e-07,9.546347038486882e-06,-1.4552918985925436,1.4708e-12
bot1,-1.6,5,-2.564e-12,2.08e-11,4.810000000000001e-12,80,5,1.6012495120998477e-06,-2.8591000000000004e-11,2.08e-11,1.33e-07,1.6902485170016757e-05,2.3028477075783464,2.564e-12
bot1,-1.5,5,-4.2474e-12,6.172000000000001e-11,1.642e-11,80,5,2.0609221237106466e-06,3.7881000000000005e-11,6.172000000000001e-11,1.33e-07,9.550361372457405e-06,1.4555518565819805,4.2474e-12
bot1,-1.4,5,5.0122e-12,-3.2e-12,-3.539e-11,80,5,2.2387943183776395e-06,1.0653000000000002e-11,3.2e-12,1.33e-07,8.628649618606396e-06,-1.51221667934534,5.0122e-12
bot1,-1.3,5,-2.1168e-12,1.98e-12,2.300000000000001e-13,80,5,1.454922678357857e-06,-1.5167999999999987e-11,1.98e-12,1.33e-07,1.627119737093666e-05,-2.018351937108916,2.1168e-12
bot1,-1.2,5,1.9786e-12,-1.3290000000000002e-11,-4.31e-12,80,5,1.4066271716414411e-06,3.1148000000000006e-11,1.3290000000000002e-11,1.33e-07,7.716685571235626e-06,1.442288820077762,1.9786e-12
bot1,-1.1,5,4.1128e-12,-5.98e-11,-1.4670000000000003e-11,80,5,2.028003944769339e-06,-3.4791000000000006e-11,5.98e-11,1.33e-07,1.5987266159531648e-05,2.004182267632038,4.1128e-12
bot1,-1.0,5,-4.9796e-12,4.12e-12,3.588e-11,80,5,2.231501736499436e-06,-8.419999999999998e-12,4.12e-12,1.33e-07,5.1802345964442905e-06,-1.143729183217958,4.9796e-12
bot1,-0.9,5,2.4288e-12,-2.6300000000000007e-12,-1.2800000000000002e-12,80,5,1.5584607791022525e-06,1.555e-11,2.6300000000000007e-12,1.33e-07,1.7546694312125213e-05,-2.1272287944181483,2.4288e-12
bot1,-0.8,5,-1.8696e-12,1.07e-11,3.640000000000001e-12,80,5,1.3673331708109767e-06,-3.170500000000001e-11,1.07e-11,1.33e-07,4.134232254556865e-06,1.0351464726350117,1.8696e-12
bot1,-0.7,5,-3.9122e-12,5.825e-11,1.371e-11,80,5,1.9779282090106306e-06,4.552599999999998e-11,5.825e-11,1.33e-07,4.109966392327113e-05,2.9386292535298955,3.9122e-12
bot1,-0.6,5,7.235599999999999e-12,-7.890000000000001e-12,-3.926e-11,80,5,2.6899070615915335e-06,1.4352399999999994e-10,7.890000000000001e-12,1.33e-07,0.0002116478675216,4.009505124383537,7.235599999999999e-12
bot1,-0.5,5,2.47926e-11,1.65e-12,-2.456e-11,80,5,4.979216805884235e-06,1.3467720000000003e-09,1.65e-12,1.33e-07,0.0045665868740031,7.9118096211249265,2.47926e-11
bot1,-0.4,5,2.7659e-10,4.7e-13,-2.8708e-10,80,5,1.663099515964093e-05,1.2545537e-08,4.7e-13,1.33e-07,0.048341315268034,10.04733698948546,2.7659e-10
bot1,-0.3,5,2.5339e-09,3.438e-11,-2.4586999999999998e-09,80,5,5.03378585162301e-05,6.098405e-08,3.438e-11,1.33e-07,0.2122919488538752,8.27074187656049,2.5339e-09
bot1,-0.2,5,1.24734e-08,2.82e-12,-1.2457e-08,80,5,0.000111684376705,1.5825849999999997e-07,2.82e-12,1.33e-07,0.4254045122076397,5.650268675988165,1.24734e-08
bot1,-0.1,5,3.41856e-08,-2.16e-12,-3.42562e-08,80,5,0.0001848934828489,2.63153e-07,2.16e-12,1.33e-07,0.483641403319252,3.5881141144098905,3.41856e-08
bot1,0.0,5,6.5104e-08,-2.0660000000000003e-11,-6.492859999999999e-08,80,5,0.000255154854941,3.716089999999999e-07,2.0660000000000003e-11,1.33e-07,0.4906829686897429,2.508080752725834,6.5104e-08
