W,L,VD,VG,ID,gm
5,5,0.1,-3.0,9.929735745347963e-13,2.2951570670468737e-13
5,5,0.1,-2.95,1.0032383530460006e-12,1.799617481012066e-13
5,5,0.1,-2.9,1.0108654844542525e-12,1.2416101916431967e-13
5,5,0.1,-2.85,1.0155675497546158e-12,6.315443166754778e-14
5,5,0.1,-2.8,1.017115583926041e-12,-1.765576386168677e-15
5,5,0.1,-2.75,1.0153507872247556e-12,-6.909246997472965e-14
5,5,0.1,-2.7,1.0101939558346293e-12,-1.3715905475230216e-13
5,5,0.1,-2.65,1.001651899216662e-12,-2.0420393942404331e-13
5,5,0.1,-2.6,9.89820299663154e-13,-2.684465274484908e-13
5,5,0.1,-2.55,9.748827244329945e-13,-3.2816491981068056e-13
5,5,0.1,-2.5,9.571057983588445e-13,-3.8177055154458133e-13
5,5,0.1,-2.45,9.368308539290474e-13,-4.278734886272472e-13
5,5,0.1,-2.4,9.144626629464704e-13,-4.653330799068006e-13
5,5,0.1,-2.35,8.90456087867262e-13,-4.932899898160635e-13
5,5,0.1,-2.3,8.653016480602281e-13,-5.111773440365659e-13
5,5,0.1,-2.25,8.395110636533676e-13,-5.187105594326417e-13
5,5,0.1,-2.2,8.1360381715152e-13,-5.158571451577518e-13
5,5,0.1,-2.15,7.880956727085478e-13,-5.027891250720847e-13
5,5,0.1,-2.1,7.634899369515798e-13,-4.798215738525287e-13
5,5,0.1,-2.05,7.402720622468011e-13,-4.473409894161179e-13
5,5,0.1,-2.0,7.189080145023336e-13,-4.0572682900288467e-13
5,5,0.1,-1.95,6.998466833151919e-13,-3.5526856295022363e-13
5,5,0.1,-1.9,6.835265294566366e-13,-2.9607912868407543e-13
5,5,0.1,-1.85,6.703866662484481e-13,-2.280037747207198e-13
5,5,0.1,-1.8,6.608826772042138e-13,-1.505210076596239e-13
5,5,0.1,-1.75,6.555077021731978e-13,-6.26296556719375e-14
5,5,0.1,-1.7,6.548197024637836e-13,3.72872096355455e-14
5,5,0.1,-1.65,6.594763774034317e-13,1.516348936917824e-13
5,5,0.1,-1.6,6.702800055427673e-13,2.83835153520733e-13
5,5,0.1,-1.55,6.882356095369924e-13,4.386362857123769e-13
5,5,0.1,-1.5,7.146274283108715e-13,6.225427207831991e-13
5,5,0.1,-1.45,7.511209275522714e-13,8.444175401910385e-13
5,5,0.1,-1.4,7.99900798318008e-13,1.11633476862635e-12
5,5,0.1,-1.35,8.63860046736332e-13,1.4547929910539851e-12
5,5,0.1,-1.3,9.468620586755947e-13,1.8824533783522515e-12
5,5,0.1,-1.25,1.0541074675335748e-12,2.4306418789379602e-12
5,5,0.1,-1.2,1.1926523059972815e-12,3.1429694750982253e-12
5,5,0.1,-1.15,1.372145583190658e-12,4.080594226375868e-12
5,5,0.1,-1.1,1.6058865065362297e-12,5.329901014634495e-12
5,5,0.1,-1.05,1.912349088789526e-12,7.01374809433141e-12
5,5,0.1,-1.0,2.3173921909689234e-12,9.307978719346258e-12
5,5,0.1,-0.95,2.8574767615941744e-12,1.2465697747718093e-11
5,5,0.1,-0.9,3.5843642218552434e-12,1.6852970293778094e-11
5,5,0.1,-0.85,4.571991587480948e-12,2.300124502286239e-11
5,5,0.1,-0.8,5.926538334383336e-12,3.168409858441274e-11
5,5,0.1,-0.75,7.801153938790088e-12,4.4029012303662327e-11
5,5,0.1,-0.7,1.0417448391932021e-11,6.167897460160261e-11
5,5,0.1,-0.65,1.4096710993017033e-11,8.702379911659382e-11
5,5,0.1,-0.6,1.9304962781782936e-11,1.2352697477362711e-10
5,5,0.1,-0.55,2.6717393500384132e-11,1.761800048136375e-10
5,5,0.1,-0.5,3.7309466344019363e-11,2.521212306064128e-10
5,5,0.1,-0.45,5.2483884583781795e-11,3.614577488295623e-10
5,5,0.1,-0.4,7.424444815613102e-11,5.183236378404499e-10
5,5,0.1,-0.35,1.054291188776073e-10,7.421904670101182e-10
5,5,0.1,-0.3,1.500146285118803e-10,1.0594113597304713e-09
5,5,0.1,-0.25,2.1350269827852237e-10,1.5049226403162371e-09
5,5,0.1,-0.2,3.0339219091509756e-10,2.123945086407987e-09
5,5,0.1,-0.15,4.2973111142090305e-10,2.9734238410079514e-09
5,5,0.1,-0.1,6.057265475173875e-10,4.122835339703978e-09
5,5,0.1,-0.05,8.483695797706127e-10,5.653895978397567e-09
5,5,0.1,-0.0,1.1790075959423678e-09,7.658666054392901e-09
5,5,0.1,0.05,1.6237719370535066e-09,1.0235593767939177e-08
5,5,0.1,0.1,2.2137498958615663e-09,1.348322104485186e-08
5,5,0.1,0.15,2.984783479746196e-09,1.7491587203639452e-08
5,5,0.1,0.2,3.976789472510069e-09,2.233179398310156e-08
5,5,0.1,0.25,5.232530363919679e-09,2.80446700092644e-08
5,5,0.1,0.3,6.795823589517842e-09,3.462989284788811e-08
5,5,0.1,0.35,8.709251624153032e-09,4.2037177074784236e-08
5,5,0.1,0.4,1.1011516745944355e-08,5.016112071644936e-08
5,5,0.1,0.45,1.3734657022233017e-08,5.884097524018525e-08
5,5,0.1,0.5,1.6901389102315643e-08,6.786599466670372e-08
5,5,0.1,0.55,2.0522856896619105e-08,7.698622978795273e-08
5,5,0.1,0.6,2.4597037875143238e-08,8.592781726489992e-08
5,5,0.1,0.65,2.910799336401263e-08,9.441113537639e-08
5,5,0.1,0.7,3.4026056310718804e-08,1.0216979159785543e-07
5,5,0.1,0.75,3.930894513117001e-08,1.089683409212269e-07
5,5,0.1,0.8,4.490369257608099e-08,1.1461689977899773e-07
5,5,0.1,0.85,5.074919901099272e-08,1.189813426454735e-07
5,5,0.1,0.9,5.677917006113625e-08,1.2198842866582545e-07
5,5,0.1,0.95,6.292518290524627e-08,1.2362587590669238e-07
5,5,0.1,1.0,6.911964125639077e-08,1.2393797202846395e-07
5,5,0.1,1.05,7.529841933241365e-08,1.230177112048956e-07
5,5,0.1,1.1,8.140305052476109e-08,1.2099665075700018e-07
5,5,0.1,1.15,8.738237730666402e-08,1.1803369902357948e-07
5,5,0.1,1.2,9.319363679058182e-08,1.1430391740818644e-07
5,5,0.1,1.25,9.880300519249961e-08,1.0998819631784778e-07
5,5,0.1,1.3,1.0418566088662243e-07,1.0526439931389802e-07
5,5,0.1,1.35,1.0932544877951622e-07,1.003003063193381e-07
5,5,0.1,1.4,1.1421423933090499e-07,9.52484563375648e-08
5,5,0.1,1.45,1.1885107584472517e-07,9.024281028963467e-08
5,5,0.1,1.5,1.2324119635805915e-07,8.539703081701881e-08
5,5,0.1,1.55,1.2739500432005955e-07,8.080410498981075e-08
5,5,0.1,1.6,1.3132704772130047e-07,7.653700920582092e-08
5,5,0.1,1.65,1.3505505134901136e-07,7.265012219894166e-08
5,5,0.1,1.7,1.38599032789832e-07,6.91811209172468e-08
5,5,0.1,1.75,1.4198052053785545e-07,6.61531353189721e-08
5,5,0.1,1.8,1.4522188251161327e-07,6.357698412824917e-08
