W,L,VG,VD,ID,gds
5,5,1.0,1.35,4.7855755753726e-07,2.9929667263373595e-07
5,5,1.0,1.4,4.935632597046391e-07,3.0087732376609636e-07
5,5,1.0,1.45,5.086399400576648e-07,3.0213703359305553e-07
5,5,1.0,1.5,5.237717487033796e-07,3.03083926816531e-07
5,5,1.0,1.55,5.389432763827292e-07,3.0372747847823516e-07
5,5,1.0,1.6,5.541396181123732e-07,3.0407835837615016e-07
5,5,1.0,1.65,5.693464289828071e-07,3.0414827333153803e-07
5,5,1.0,1.7,5.845499720678231e-07,3.039498097629393e-07
5,5,1.0,1.75,5.997371585167058e-07,3.034962787658929e-07
5,5,1.0,1.8,6.148955800036582e-07,3.0280156561901273e-07
5,5,1.0,1.85,6.300135337978663e-07,3.0187998535124423e-07
5,5,1.0,1.9,6.450800407921006e-07,3.0074614571817285e-07
5,5,1.0,1.95,6.600848568882423e-07,2.9941481865684034e-07
5,5,1.0,2.0,6.750184781847522e-07,2.979008210231476e-07
5,5,1.0,2.05,6.898721404452148e-07,2.962189051694615e-07
5,5,1.0,2.1,7.046378133490918e-07,2.9438365969513194e-07
5,5,1.0,2.15,7.193081900375131e-07,2.924094205020245e-07
5,5,1.0,2.2,7.338766724688693e-07,2.9031019211160106e-07
5,5,1.0,2.25,7.483373530930326e-07,2.8809957905015414e-07
5,5,1.0,2.3,7.626849933401558e-07,2.8579072698377647e-07
5,5,1.0,2.35,7.769149994014468e-07,2.8339627318349925e-07
5,5,1.0,2.4,7.910233957560702e-07,2.8092830582212e-07
5,5,1.0,2.45,8.050067968723678e-07,2.783983315460288e-07
5,5,1.0,2.5,8.188623774820024e-07,2.7581725072507473e-07
5,5,1.0,2.55,8.325878417957627e-07,2.731953397598877e-07
5,5,1.0,2.6,8.461813919979702e-07,2.7054223981611763e-07
5,5,1.0,2.65,8.596416963251916e-07,2.6786695135714766e-07
5,5,1.0,2.7,8.729678570036719e-07,2.651778338587228e-07
5,5,1.0,2.75,8.861593782895337e-07,2.624826101087261e-07
5,5,1.0,2.8,8.992161348266725e-07,2.597883745214218e-07
5,5,1.0,2.85,9.121383405093908e-07,2.571016049261247e-07
5,5,1.0,2.9,9.24926518010731e-07,2.544281773242899e-07
5,5,1.0,2.95,9.37581469113e-07,2.5177338314506257e-07
5,5,1.0,3.0,9.501042459543734e-07,2.491419485665222e-07
5,5,1.0,3.05,9.624961232850163e-07,2.465380555073441e-07
5,5,1.0,3.1,9.747585718068969e-07,2.4396536393049475e-07
5,5,1.0,3.15,9.868932326548493e-07,2.4142703513669323e-07
5,5,1.0,3.2,9.989018930609843e-07,2.3892575575990183e-07
5,5,1.0,3.25,1.0107864632310378e-06,2.3646376220999736e-07
5,5,1.0,3.3,1.0225489544493235e-06,2.34042865338688e-07
5,5,1.0,3.35,1.0341914584183901e-06,2.3166447513353626e-07
5,5,1.0,3.4,1.0457161278306155e-06,2.2932962527162504e-07
5,5,1.0,3.45,1.057125158160826e-06,2.2703899738876476e-07
5,5,1.0,3.5,1.0684207706627372e-06,2.2479294494248562e-07
5,5,1.0,3.55,1.0796051965462429e-06,2.2259151656714042e-07
5,5,1.0,3.6,1.090680662307919e-06,2.2043447883754482e-07
