W,L,VD,VG,ID,gm
5,5,0.1,2.25,3.3399867292602214e-11,1.463780509146207e-10
5,5,0.1,2.3,4.155282652105832e-11,1.808785711711509e-10
5,5,0.1,2.35,5.161203849954124e-11,2.2284388949245396e-10
5,5,0.1,2.4,6.398462048492915e-11,2.736598394113498e-10
5,5,0.1,2.45,7.915167876874303e-11,3.34901761547955e-10
5,5,0.1,2.5,9.767799372927726e-11,4.0834220412559514e-10
5,5,0.1,2.55,1.2022197574541718e-10,4.959538322435209e-10
5,5,0.1,2.6,1.4754561793859638e-10,5.999061534609527e-10
5,5,0.1,2.65,1.8052410054295223e-10,7.225546159546636e-10
5,5,0.1,2.7,2.2015462968792252e-10,8.664206556772904e-10
5,5,0.1,2.75,2.67564024499233e-10,1.0341613768064922e-09
5,5,0.1,2.8,3.240145054196392e-10,1.228527758767989e-09
5,5,0.1,2.85,3.9090708881983517e-10,1.4523106020702704e-09
5,5,0.1,2.9,4.697819639033259e-10,1.7082738565959007e-09
5,5,0.1,2.95,5.623152231299007e-10,1.999075514486486e-09
5,5,0.1,3.0,6.703113419271348e-10,2.327176881049382e-09
5,5,0.1,3.05,7.956908614147599e-10,2.6947417375479815e-09
5,5,0.1,3.1,9.404728219097844e-10,3.103527646640081e-09
5,5,0.1,3.15,1.106751625949837e-09,3.554772384108008e-09
5,5,0.1,3.2,1.2966681761312912e-09,4.0490791631721225e-09
5,5,0.1,3.25,1.5123753314739314e-09,4.586304901040137e-09
5,5,0.1,3.3,1.7559979501095765e-09,5.16545621300432e-09
5,5,0.1,3.35,2.0295880273387105e-09,5.784598063408494e-09
5,5,0.1,3.4,2.335075685990303e-09,6.4407800195052255e-09
5,5,0.1,3.45,2.6742170185349236e-09,7.1299848197090316e-09
5,5,0.1,3.5,3.048540004685755e-09,7.847103472679724e-09
5,5,0.1,3.55,3.4592899213446326e-09,8.585940354970813e-09
5,5,0.1,3.6,3.907375811561147e-09,9.339250796467516e-09
5,5,0.1,3.65,4.393319675111818e-09,1.009881247438511e-08
5,5,0.1,3.7,4.917210077169577e-09,1.0855530632058699e-08
5,5,0.1,3.75,5.4786618380994695e-09,1.1599575762739257e-08
5,5,0.1,3.8,6.076783364864751e-09,1.2320551022285924e-08
5,5,0.1,3.85,6.710153014684589e-09,1.30076853310953e-08
5,5,0.1,3.9,7.3768056498450035e-09,1.365004696485358e-08
5,5,0.1,3.95,8.07423025768893e-09,1.4236771478173472e-08
5,5,0.1,4.0,8.799379183369339e-09,1.4757297105567637e-08
5,5,0.1,4.05,9.548689168706466e-09,1.52016003764204e-08
5,5,0.1,4.1,1.0318114023593196e-08,1.5560424583741766e-08
5,5,0.1,4.15,1.1103168392484263e-08,1.582549396202417e-08
5,5,0.1,4.2,1.1898981732899986e-08,1.5989706941925117e-08
5,5,0.1,4.25,1.2700361309692938e-08,1.604730262772463e-08
5,5,0.1,4.3,1.3501862740304491e-08,1.599399564360471e-08
5,5,0.1,4.35,1.4297866412171528e-08,1.5827075663170395e-08
5,5,0.1,4.4,1.5082657940768118e-08,1.554546921367237e-08
5,5,0.1,4.45,1.585051074936392e-08,1.5149762670254574e-08
5,5,0.1,4.5,1.6595768830289105e-08,1.4642186665834019e-08
5,5,0.1,4.55,1.7312927790189146e-08,1.4026563383090691e-08
5,5,0.1,4.6,1.799671238373391e-08,1.3308219318006466e-08
5,5,0.1,4.65,1.8642148894583713e-08,1.249386707018894e-08
5,5,0.1,4.7,1.924463092049696e-08,1.1591460495095025e-08
5,5,0.1,4.75,1.9799977351491424e-08,1.0610028129471699e-08
5,5,0.1,4.8,2.030448158556065e-08,9.559490166922163e-09
