VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,2.2512e-12,5.1e-13,2.41e-12,20,20,-5.844400000000021e-11,5.1e-13,2.2512e-12,1.33e-07,-0.0043942857142857,2.0306731091832724,7.109000000000045e-10
-4.9,0.1,-3.5932e-12,3.999e-11,1.133e-11,20,20,1.264599999999999e-11,3.999e-11,3.5932e-12,1.33e-07,0.0009508270676691,1.6352507881769436,4.339350000000005e-10
-4.8,0.1,4.7804e-12,-2.08e-11,-4.269e-11,20,20,2.8342999999999973e-11,2.08e-11,4.7804e-12,1.33e-07,0.0021310526315789,-1.1918978930549506,-2.3118000000000036e-10
-4.7,0.1,2.0754e-12,-2.7000000000000002e-12,-6.400000000000001e-13,20,20,-3.359000000000012e-11,2.7000000000000002e-12,2.0754e-12,1.33e-07,-0.0025255639097744,-1.9610005596354156,-2.924200000000008e-10
-4.6000000000000005,0.1,-1.9376e-12,1.122e-11,4.5400000000000004e-12,20,20,-3.014099999999997e-11,1.122e-11,1.9376e-12,1.33e-07,-0.0022662406015037,1.3990151424167672,3.378150000000001e-10
-4.5,0.1,-3.9528e-12,4.684e-11,1.7250000000000002e-11,20,20,3.397299999999997e-11,4.684e-11,3.9528e-12,1.33e-07,0.0025543609022556,1.9955198883702945,1.8727999999999966e-10
-4.4,0.1,4.857e-12,-4.5900000000000004e-12,-4.2520000000000005e-11,20,20,7.314999999999995e-12,4.5900000000000004e-12,4.857e-12,1.33e-07,0.0005499999999999,-1.0037018913877107,-2.5126499999999955e-10
-4.3,0.1,-2.4898e-12,1.1600000000000001e-12,1.6300000000000001e-12,20,20,-1.6279999999999985e-11,1.1600000000000001e-12,2.4898e-12,1.33e-07,-0.0012240601503759,-2.4098838577686865,1.2371999999999975e-10
-4.2,0.1,1.601e-12,-9.810000000000001e-12,-4.660000000000001e-12,20,20,3.205899999999997e-11,9.810000000000001e-12,1.601e-12,1.33e-07,0.0024104511278195,0.9867156336397356,-8.298499999999987e-11
-4.1,0.1,3.922e-12,-4.644e-11,-1.766e-11,20,20,-3.2876999999999975e-11,4.644e-11,3.922e-12,1.33e-07,-0.002471954887218,2.4617468638990814,-1.9785999999999967e-10
