VD,VG,ID,IG,IS,absIg,absId,r
0.0,-5,-4.788e-12,8.300000000000001e-13,2.31e-12,8.300000000000001e-13,4.788e-12,35365681143.018814
0.1,-5,-1.9604e-12,1.415e-11,3.8e-12,1.415e-11,1.9604e-12,97059108997.3794
0.2,-5,-2.7274e-12,2.828e-11,5.55e-12,2.828e-11,2.7274e-12,-150195253829.97894
0.3,-5,-3.292e-12,4.115e-11,8.390000000000001e-12,4.115e-11,3.292e-12,-176865935620.79944
0.4,-5,-3.8582e-12,5.466e-11,1.15e-11,5.466e-11,3.8582e-12,-224921277552.8565
0.5,-5,-4.1812e-12,5.841000000000001e-11,1.6430000000000002e-11,5.841000000000001e-11,4.1812e-12,-467726847521.0472
0.6,-5,-4.2858e-12,5.981e-11,2.131e-11,5.981e-11,4.2858e-12,22516436999.009285
0.7,-5,4.7012e-12,-2.428e-11,-3.5890000000000005e-11,2.428e-11,4.7012e-12,23698367182.501133
0.8,-5,4.1536e-12,-1.7000000000000002e-12,-1.513e-11,1.7000000000000002e-12,4.1536e-12,-32314354036.06281
0.9,-5,-1.488e-12,2.4300000000000003e-12,-1.3500000000000001e-12,2.4300000000000003e-12,1.488e-12,-45493835585.27819
1.0,-5,-2.426e-13,1.37e-12,-2.06e-12,1.37e-12,2.426e-13,76242756938.09091
1.1,-5,1.1352e-12,-3.95e-12,-3.2200000000000004e-12,3.95e-12,1.1352e-12,82122033341.5455
1.2,-5,2.1928e-12,-1.719e-11,-4.53e-12,1.719e-11,2.1928e-12,109565026843.43156
1.3,-5,2.9606e-12,-3.169e-11,-6.46e-12,3.169e-11,2.9606e-12,147405660377.35867
1.4,-5,3.5496e-12,-4.676e-11,-8.97e-12,4.676e-11,3.5496e-12,225275963054.74213
1.5,-5,3.8484e-12,-5.4460000000000005e-11,-1.2880000000000002e-11,5.4460000000000005e-11,3.8484e-12,385653682992.6723
1.6,-5,4.0682e-12,-6.042000000000001e-11,-1.781e-11,6.042000000000001e-11,4.0682e-12,437254044599.9124
1.7,-5,4.3058e-12,-5.944e-11,-2.338e-11,5.944e-11,4.3058e-12,-22383883603.805256
