VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,1.6029000000000001e-06,-9.9998e-07,-6.316199999999999e-07,160,20,2.880000000000015e-07,9.9998e-07,1.6029000000000001e-06,1.33e-07,2.7067669172932463,0.0773388463226434,-6.400000000000201e-07
-4.9,0.1,1.6317000000000002e-06,-9.9998e-07,-6.298e-07,160,20,2.239999999999997e-07,9.9998e-07,1.6317000000000002e-06,1.33e-07,2.1052631578947327,0.0598585640014403,-1.2300000000000069e-06
-4.8,0.1,1.6477e-06,-1e-06,-6.2664e-07,160,20,4.199999999999994e-08,1e-06,1.6477e-06,1.33e-07,0.3947368421052625,0.0111500753819315,-1.2449999999999966e-06
-4.7,0.1,1.6401000000000002e-06,-9.9998e-07,-6.6966e-07,160,20,-2.4999999999999853e-08,9.9998e-07,1.6401000000000002e-06,1.33e-07,-0.2349624060150361,-0.0065994228084731,-2.624999999999993e-07
-4.6000000000000005,0.1,1.6427000000000002e-06,-9.9998e-07,-6.582e-07,160,20,-1.049999999999972e-08,9.9998e-07,1.6427000000000002e-06,1.33e-07,-0.0986842105263131,-0.0027821559341001,-1.5000000000000535e-08
-4.5,0.1,1.6380000000000002e-06,-1e-06,-6.3334e-07,160,20,-2.7999999999999963e-08,1e-06,1.6380000000000002e-06,1.33e-07,-0.2631578947368416,-0.0074152431917706,5.299999999999965e-07
-4.4,0.1,1.6371000000000002e-06,-9.9998e-07,-6.1322e-07,160,20,9.549999999999968e-08,9.9998e-07,1.6371000000000002e-06,1.33e-07,0.8975563909774404,0.0251740994458948,7.275000000000003e-07
-4.3,0.1,1.6571000000000002e-06,-9.9998e-07,-6.807e-07,160,20,1.1750000000000025e-07,9.9998e-07,1.6571000000000002e-06,1.33e-07,1.1043233082706787,0.030949125422115,-6.899999999999977e-07
-4.2,0.1,1.6606000000000005e-06,-1e-06,-6.6278e-07,160,20,-4.249999999999998e-08,1e-06,1.6606000000000005e-06,1.33e-07,-0.3994360902255636,-0.0111671090294729,-3.400000000000038e-07
-4.1,0.1,1.6486000000000002e-06,-9.9998e-07,-6.5976e-07,160,20,4.9499999999999444e-08,9.9998e-07,1.6486000000000002e-06,1.33e-07,0.4652255639097691,0.0129072319345935,7.349999999999969e-07
-4.0,0.1,1.6705e-06,-1e-06,-6.598e-07,160,20,1.0449999999999953e-07,1e-06,1.6705e-06,1.33e-07,0.9821428571428524,0.0273556394135266,-3.2249999999999813e-07
