VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,-4.749e-12,1.9e-11,-3.805e-11,10,10,7.494000000000027e-11,1.9e-11,4.749e-12,1.33e-07,0.0056345864661654,-2.3805982079590837,-5.790300000000049e-10
-4.9,0.1,2.745e-12,-2.0500000000000004e-12,-2.87e-12,10,10,1.7036999999999987e-11,2.0500000000000004e-12,2.745e-12,1.33e-07,0.001280977443609,-2.7448955999199387,-5.369950000000008e-10
-4.8,0.1,-1.3416e-12,6e-12,3.28e-12,10,10,-3.245899999999997e-11,6e-12,1.3416e-12,1.33e-07,-0.0024405263157894,0.6755908138595584,6.698000000000054e-11
-4.7,0.1,-3.7468e-12,4.233e-11,1.294e-11,10,10,3.043300000000011e-11,4.233e-11,3.7468e-12,1.33e-07,0.0022881954887218,2.74306583582642,1.7365000000000048e-10
-4.6000000000000005,0.1,4.745e-12,-1.508e-11,-4.294e-11,10,10,2.270999999999999e-12,1.508e-11,4.745e-12,1.33e-07,0.0001707518796992,-0.2806076885372019,-2.5198500000000024e-10
-4.5,0.1,-3.2926e-12,1.9200000000000003e-12,7.07e-12,10,10,-1.996399999999998e-11,1.9200000000000003e-12,3.2926e-12,1.33e-07,-0.0015010526315789,-3.999514438384649,1.5696999999999972e-10
-4.4,0.1,7.522e-13,-3.05e-12,-3.05e-12,10,10,3.366499999999997e-11,3.05e-12,7.522e-13,1.33e-07,0.0025312030075187,0.0953498257176387,-3.594999999999994e-11
-4.3,0.1,3.4404e-12,-3.8620000000000005e-11,-1.076e-11,10,10,-2.715399999999997e-11,3.8620000000000005e-11,3.4404e-12,1.33e-07,-0.0020416541353383,3.968912936995542,-3.0166999999999943e-10
-4.2,0.1,-4.6786e-12,2.101e-11,4.175e-11,10,10,-2.6668999999999972e-11,2.101e-11,4.6786e-12,1.33e-07,-0.0020051879699248,-1.2968328310637467,3.0438999999999935e-10
-4.1,0.1,-1.8934e-12,1.73e-12,-1.9000000000000002e-13,10,10,3.3723999999999964e-11,1.73e-12,1.8934e-12,1.33e-07,0.0025356390977443,-1.7747177963825127,2.815849999999998e-10
-4.0,0.1,2.0662e-12,-1.326e-11,-5.34e-12,10,10,2.964800000000004e-11,1.326e-11,2.0662e-12,1.33e-07,0.0022291729323308,1.6436515264254337,-3.439950000000005e-10
-3.9,0.1,4.0362e-12,-4.823e-11,-1.888e-11,10,10,-3.5075000000000044e-11,4.823e-11,4.0362e-12,1.33e-07,-0.0026372180451127,1.896637727250588,-1.9547000000000046e-10
-3.8,0.1,-4.9488e-12,1.9200000000000003e-12,4.089e-11,10,10,-9.446000000000014e-12,1.9200000000000003e-12,4.9488e-12,1.33e-07,-0.0007102255639097,-1.3707031681509925,2.5062500000000047e-10
-3.7,0.1,2.147e-12,-1.8000000000000002e-12,-6.3e-13,10,10,1.504999999999999e-11,1.8000000000000002e-12,2.147e-12,1.33e-07,0.0011315789473684,-2.03483445804191,-1.0567999999999968e-10
