VG,VD,W,L,ID,abs_ID,log_ID,VG_scaled,VD_scaled,W_scaled,L_scaled
-2.2,0.1,10.0,10.0,2.5106e-12,2.5106e-12,-11.6002224755112,0.27999999999999997,0.020000000000000004,0.03225806451612903,0.3333333333333333
-2.1,0.1,10.0,10.0,-1.7926e-12,1.7926e-12,-11.746516607912985,0.29,0.020000000000000004,0.03225806451612903,0.3333333333333333
-2.0,0.1,10.0,10.0,-4.0448e-12,4.0448e-12,-11.393102947733729,0.3,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.9,0.1,10.0,10.0,5.054e-12,5.054e-12,-11.296364762416104,0.31,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.8,0.1,10.0,10.0,-2.6984e-12,2.6984e-12,-11.568893671818856,0.31999999999999995,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.7,0.1,10.0,10.0,1.6328e-12,1.6328e-12,-11.787067008291986,0.32999999999999996,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.6,0.1,10.0,10.0,4.076e-12,4.076e-12,-11.389765824665611,0.33999999999999997,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.5,0.1,10.0,10.0,-4.9822e-12,4.9822e-12,-11.30257884260582,0.35,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.4,0.1,10.0,10.0,2.9024e-12,2.9024e-12,-11.53724273462,0.36,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.3,0.1,10.0,10.0,-1.2872e-12,1.2872e-12,-11.890353968909027,0.37,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.2,0.1,10.0,10.0,-3.8008e-12,3.8008e-12,-11.42012498258885,0.38,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.1,0.1,10.0,10.0,4.883e-12,4.883e-12,-11.311313275715877,0.39,0.020000000000000004,0.03225806451612903,0.3333333333333333
-1.0,0.1,10.0,10.0,1.4742e-12,1.4742e-12,-11.831443593136276,0.4,0.020000000000000004,0.03225806451612903,0.3333333333333333
-0.9,0.1,10.0,10.0,-2.5084e-12,2.5084e-12,-11.600603207896688,0.41,0.020000000000000004,0.03225806451612903,0.3333333333333333
-0.8,0.1,10.0,10.0,-4.2152e-12,4.2152e-12,-11.375181814435269,0.42,0.020000000000000004,0.03225806451612903,0.3333333333333333
