VG,VD,ID,IG,IS,gm,absIg,absId,W,L,Ca,mobLin,SS,d2
3.2,0.1,1.04092e-06,-1.85e-12,-1.041e-06,4.6829999999999966e-07,1.85e-12,1.04092e-06,20,5,1.33e-07,8.80263157894736,0.1954135426550472,7.800000000000632e-08
3.3000000000000003,0.1,1.0883e-06,3.9970000000000005e-11,-1.08778e-06,4.736000000000009e-07,3.9970000000000005e-11,1.0883e-06,20,5,1.33e-07,8.902255639097758,0.1891166398916824,3.85000000000093e-08
3.4,0.1,1.13564e-06,-6.900000000000001e-13,-1.13572e-06,4.7600000000000156e-07,6.900000000000001e-13,1.13564e-06,20,5,1.33e-07,8.947368421052657,0.1820981654644973,4.34999999999938e-08
3.5,0.1,1.1835000000000002e-06,4.924e-11,-1.1837000000000002e-06,4.822999999999996e-07,4.924e-11,1.1835000000000002e-06,20,5,1.33e-07,9.0657894736842,0.1770263827162919,7.499999999998969e-08
3.6,0.1,1.2321e-06,3.202e-11,-1.2327e-06,4.909999999999994e-07,3.202e-11,1.2321e-06,20,5,1.33e-07,9.229323308270663,0.173090610254256,7.600000000000141e-08
3.7,0.1,1.2817000000000002e-06,1.85e-12,-1.2820000000000002e-06,4.974999999999999e-07,1.85e-12,1.2817000000000002e-06,20,5,1.33e-07,9.351503759398494,0.168639144556577,6.000000000000445e-08
3.8,0.1,1.3316e-06,-2.072e-11,-1.3323e-06,5.030000000000004e-07,2.072e-11,1.3316e-06,20,5,1.33e-07,9.454887218045117,0.1640796185218997,5.75000000000044e-08
3.9,0.1,1.3823e-06,-2.5500000000000002e-12,-1.3833000000000002e-06,5.090000000000009e-07,2.5500000000000002e-12,1.3823e-06,20,5,1.33e-07,9.567669172932343,0.1599680682444584,7.250000000000608e-08
4.0,0.1,1.4334e-06,7.030000000000001e-12,-1.4343000000000002e-06,5.175000000000015e-07,7.030000000000001e-12,1.4334e-06,20,5,1.33e-07,9.727443609022583,0.1567902299617209,7.249999999999495e-08
4.1,0.1,1.4858000000000002e-06,1.424e-11,-1.4858000000000002e-06,5.234999999999997e-07,1.424e-11,1.4858000000000002e-06,20,5,1.33e-07,9.840225563909769,0.1530858601326999,3.7499999999986366e-08
4.2,0.1,1.5381000000000001e-06,8.9e-13,-1.5391000000000002e-06,5.249999999999989e-07,8.9e-13,1.5381000000000001e-06,20,5,1.33e-07,9.868421052631554,0.1482761415063337,3.49999999999973e-08
4.3,0.1,1.5908e-06,-3.048e-11,-1.5915e-06,5.304999999999992e-07,3.048e-11,1.5908e-06,20,5,1.33e-07,9.97180451127818,0.1448503585453407,8.25000000000056e-08
4.4,0.1,1.6442e-06,-1.7200000000000001e-12,-1.645e-06,5.414999999999999e-07,1.7200000000000001e-12,1.6442e-06,20,5,1.33e-07,10.178571428571423,0.1430167878671893,7.000000000000466e-08
4.5,0.1,1.6991000000000002e-06,4.388e-11,-1.6989000000000002e-06,5.445000000000003e-07,4.388e-11,1.6991000000000002e-06,20,5,1.33e-07,10.234962406015038,0.1392602293763766,1.9999999999996192e-08
4.6000000000000005,0.1,1.7531000000000002e-06,2.2000000000000003e-12,-1.7538000000000005e-06,5.454999999999993e-07,2.2000000000000003e-12,1.7531000000000002e-06,20,5,1.33e-07,10.25375939849622,0.1351376250999524,4.500000000001075e-08
4.7,0.1,1.8082e-06,-4.983e-11,-1.8087e-06,5.535000000000023e-07,4.983e-11,1.8082e-06,20,5,1.33e-07,10.404135338345904,0.1329630882655146,9.000000000000177e-08
4.8,0.1,1.8638000000000005e-06,-2.1500000000000003e-12,-1.8647e-06,5.634999999999995e-07,2.1500000000000003e-12,1.8638000000000005e-06,20,5,1.33e-07,10.59210526315788,0.131291458182292,7.249999999998738e-08
4.9,0.1,1.9209e-06,4.9980000000000005e-11,-1.9209e-06,5.679999999999998e-07,4.9980000000000005e-11,1.9209e-06,20,5,1.33e-07,10.676691729323302,0.1284761121130716,-7.49999999998785e-09
5.0,0.1,1.9774000000000003e-06,1.5e-12,-1.9780000000000004e-06,5.620000000000019e-07,1.5e-12,1.9774000000000003e-06,20,5,1.33e-07,10.563909774436125,0.1252387956289173,2.0000000000026983e-08
5.0,0.1,1.9771e-06,-6.500000000000002e-13,-1.9778000000000004e-06,5.700000000000025e-07,6.500000000000002e-13,1.9771e-06,20,5,1.33e-07,10.714285714285758,0.1270283252299457,-5.499999999996833e-08
4.9,0.1,1.9204000000000003e-06,4.7470000000000005e-11,-1.9206000000000003e-06,5.674999999999987e-07,4.7470000000000005e-11,1.9204000000000003e-06,20,5,1.33e-07,10.66729323308268,0.128379671652694,2.750000000001475e-08
4.8,0.1,1.8636000000000005e-06,1.6200000000000004e-12,-1.8639000000000005e-06,5.644999999999995e-07,1.6200000000000004e-12,1.8636000000000005e-06,20,5,1.33e-07,10.610902255639086,0.1315669566527953,4.499999999998005e-08
4.7,0.1,1.8075000000000005e-06,-4.054e-11,-1.8081e-06,5.585000000000027e-07,4.054e-11,1.8075000000000005e-06,20,5,1.33e-07,10.498120300751928,0.1342169457470414,6.249999999999963e-08
4.6000000000000005,0.1,1.7519e-06,-1.5700000000000002e-12,-1.7524000000000002e-06,5.519999999999998e-07,1.5700000000000002e-12,1.7519e-06,20,5,1.33e-07,10.375939849624052,0.1368543625324879,6.500000000001754e-08
4.5,0.1,1.6971000000000002e-06,3.183e-11,-1.6975000000000005e-06,5.454999999999993e-07,3.183e-11,1.6971000000000002e-06,20,5,1.33e-07,10.25375939849622,0.1396230922258022,4.499999999999805e-08
4.4,0.1,1.6428000000000002e-06,1.6600000000000002e-12,-1.6427000000000002e-06,5.43e-07,1.6600000000000002e-12,1.6428000000000002e-06,20,5,1.33e-07,10.206766917293232,0.1436010714845269,4.249999999999786e-08
4.3,0.1,1.5885e-06,-1.982e-11,-1.5894000000000002e-06,5.369999999999997e-07,1.982e-11,1.5885e-06,20,5,1.33e-07,10.093984962406006,0.1468157895539289,6.250000000000411e-08
4.2,0.1,1.5354000000000002e-06,-1.9e-12,-1.5362000000000002e-06,5.304999999999992e-07,1.9e-12,1.5354000000000002e-06,20,5,1.33e-07,9.97180451127818,0.150109064261623,6.999999999999937e-08
4.1,0.1,1.4824000000000002e-06,7.6e-12,-1.4830000000000002e-06,5.229999999999997e-07,7.6e-12,1.4824000000000002e-06,20,5,1.33e-07,9.830827067669166,0.1532130239694849,6.999999999998931e-08
4.0,0.1,1.4308e-06,1.262e-11,-1.4307e-06,5.165000000000013e-07,1.262e-11,1.4308e-06,20,5,1.33e-07,9.708646616541376,0.1568482392043437,3.999999999999776e-08
