VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,-4.4538e-12,1.41e-12,-2.0370000000000003e-11,80,15,8.91480000000003e-11,1.41e-12,4.4538e-12,1.33e-07,0.0012567857142857,0.0070151230528914,-6.015600000000055e-10
-4.9,0.1,4.461e-12,-1.5700000000000002e-12,-1.752e-11,80,15,2.899199999999997e-11,1.5700000000000002e-12,4.461e-12,1.33e-07,0.0004087218045112,-2.6006880200881155,-6.181800000000009e-10
-4.8,0.1,1.3446e-12,-3.3400000000000007e-12,1.4900000000000001e-12,80,15,-3.4487999999999965e-11,3.3400000000000007e-12,1.3446e-12,1.33e-07,-0.0004862030075187,-1.313239916839678,-2.824850000000001e-10
-4.7,0.1,-2.4366e-12,1.985e-11,5.13e-12,80,15,-2.750500000000009e-11,1.985e-11,2.4366e-12,1.33e-07,-0.0003877584586466,2.45062114615731,3.59205000000001e-10
-4.6000000000000005,0.1,-4.1564e-12,6.050000000000001e-11,1.5760000000000002e-11,80,15,3.7352999999999967e-11,6.050000000000001e-11,4.1564e-12,1.33e-07,0.0005265930451127,1.575644856693311,1.7842500000000024e-10
-4.5,0.1,5.034e-12,-4.760000000000001e-12,-3.5450000000000004e-11,80,15,8.17999999999999e-12,4.760000000000001e-12,5.034e-12,1.33e-07,0.0001153195488721,-1.08623932603538,-2.740449999999995e-10
-4.4,0.1,-2.5204e-12,1.93e-12,1.2900000000000002e-12,80,15,-1.7455999999999982e-11,1.93e-12,2.5204e-12,1.33e-07,-0.0002460902255639,-2.568017905091693,1.208649999999998e-10
-4.3,0.1,1.5428e-12,-7.380000000000001e-12,-3.56e-12,80,15,3.2352999999999964e-11,7.380000000000001e-12,1.5428e-12,1.33e-07,0.0004561043233082,0.9757480686035604,-7.43099999999999e-11
-4.2,0.1,3.9502e-12,-5.4650000000000006e-11,-1.182e-11,80,15,-3.2317999999999974e-11,5.4650000000000006e-11,3.9502e-12,1.33e-07,-0.0004556109022556,2.5186304191084274,-2.995699999999994e-10
-4.1,0.1,-4.9208e-12,1.875e-11,3.676e-11,80,15,-2.7560999999999976e-11,1.875e-11,4.9208e-12,1.33e-07,-0.0003885479323308,-2.014690275612592,3.4003499999999975e-10
-4.0,0.1,-1.562e-12,2.1000000000000003e-12,-6.6e-13,80,15,3.5689000000000045e-11,2.1000000000000003e-12,1.562e-12,1.33e-07,0.0005031343984962,-1.7313501045060176,2.7971500000000047e-10
-3.9,0.1,2.217e-12,-1.628e-11,-5.010000000000001e-12,80,15,2.838200000000004e-11,1.628e-11,2.217e-12,1.33e-07,0.0004001221804511,2.1031274088587653,-3.579100000000009e-10
-3.8,0.1,4.1144e-12,-5.954000000000001e-11,-1.5960000000000002e-11,80,15,-3.589300000000005e-11,5.954000000000001e-11,4.1144e-12,1.33e-07,-0.0005060103383458,1.749280278893821,-1.7923500000000036e-10
-3.7,0.1,-4.9616e-12,5.410000000000001e-12,3.5600000000000005e-11,80,15,-7.464999999999989e-12,5.410000000000001e-12,4.9616e-12,1.33e-07,-0.0001052396616541,-0.978866081099107,2.698649999999999e-10
