VG,VD,ID,IG,IS,gm,absIg,absId,W,L,Ca,mobLin,SS,d2
-5.0,0.1,2.9884e-12,1.3400000000000003e-12,4.150000000000001e-12,-6.960800000000026e-11,1.3400000000000003e-12,2.9884e-12,40,5,1.33e-07,-0.0006542105263157,1.236142454815643,7.904000000000053e-10
-4.9,0.1,-3.9724e-12,4.767e-11,1.7380000000000002e-11,9.431999999999995e-12,4.767e-11,3.9724e-12,40,5,1.33e-07,8.86466165413533e-05,1.0625903736122393,3.7560000000000096e-10
-4.8,0.1,4.8748e-12,-5.360000000000001e-12,-4.2700000000000005e-11,5.511999999999996e-12,5.360000000000001e-12,4.8748e-12,40,5,1.33e-07,5.180451127819544e-05,-0.705855382423372,-1.446650000000002e-10
-4.7,0.1,-2.87e-12,1.8100000000000002e-12,4.43e-12,-1.9501000000000067e-11,1.8100000000000002e-12,2.87e-12,40,5,1.33e-07,-0.0001832800751879,-3.4956519770713914,1.3432500000000039e-10
-4.6000000000000005,0.1,9.746e-13,-3.92e-12,-3.13e-12,3.2376999999999976e-11,3.92e-12,9.746e-13,40,5,1.33e-07,0.0003042951127819,0.4953577883144428,-4.503999999999952e-11
-4.5,0.1,3.6054e-12,-4.184e-11,-1.2570000000000002e-11,-2.8508999999999976e-11,4.184e-11,3.6054e-12,40,5,1.33e-07,-0.0002679417293233,3.4288878496316646,-2.995749999999994e-10
-4.4,0.1,-4.7272e-12,1.8620000000000003e-11,4.261e-11,-2.7537999999999973e-11,1.8620000000000003e-11,4.7272e-12,40,5,1.33e-07,-0.0002588157894736,-1.3884863852918703,3.114899999999994e-10
-4.3,0.1,-1.9022e-12,1.07e-12,-3.900000000000001e-13,3.3788999999999966e-11,1.07e-12,1.9022e-12,40,5,1.33e-07,0.0003175657894736,-1.8348979756174608,2.8304999999999945e-10
-4.2,0.1,2.0306e-12,-1.241e-11,-4.760000000000001e-12,2.9071999999999975e-11,1.241e-11,2.0306e-12,40,5,1.33e-07,0.0002732330827067,1.565824357019404,-3.4258499999999934e-10
-4.1,0.1,3.9122e-12,-4.7260000000000007e-11,-1.7360000000000002e-11,-3.472799999999997e-11,4.7260000000000007e-11,3.9122e-12,40,5,1.33e-07,-0.0003263909774436,1.9194957016001784,-1.7435999999999977e-10
-4.0,0.1,-4.915e-12,5.720000000000001e-12,4.229e-11,-5.800000000000009e-12,5.720000000000001e-12,4.915e-12,40,5,1.33e-07,-5.45112781954888e-05,-0.7637052911338148,2.6426000000000034e-10
-3.9,0.1,2.7522e-12,-9.100000000000002e-13,-3.53e-12,1.8124000000000023e-11,9.100000000000002e-13,2.7522e-12,40,5,1.33e-07,0.0001703383458646,-2.904332423050619,-1.3461500000000034e-10
-3.8,0.1,-1.2902e-12,5.79e-12,3.640000000000001e-12,-3.272300000000004e-11,5.79e-12,1.2902e-12,40,5,1.33e-07,-0.0003075469924812,0.6961707369427836,6.26149999999998e-11
-3.7,0.1,-3.7924e-12,4.3430000000000005e-11,1.3890000000000002e-11,3.064699999999997e-11,4.3430000000000005e-11,3.7924e-12,40,5,1.33e-07,0.0002880357142857,2.8705826697063204,1.7567000000000003e-10
-3.6,0.1,4.8392e-12,-1.395e-11,-4.33e-11,2.4109999999999985e-12,1.395e-11,4.8392e-12,40,5,1.33e-07,2.265977443609021e-05,-0.2952995178139869,-2.622849999999995e-10
-3.5,0.1,-3.3102e-12,1.5400000000000001e-12,8.45e-12,-2.1809999999999974e-11,1.5400000000000001e-12,3.3102e-12,40,5,1.33e-07,-0.0002049812030075,-5.030365682504949,1.5473500000000006e-10
-3.4,0.1,4.772e-13,-1.26e-12,-2.6500000000000002e-12,3.335800000000004e-11,1.26e-12,4.772e-13,40,5,1.33e-07,0.0003135150375939,0.0333298069694088,2.0432000000000036e-10
-3.3000000000000003,0.1,3.3614e-12,-3.576e-11,-9.96e-12,1.905400000000003e-11,3.576e-11,3.3614e-12,40,5,1.33e-07,0.0001790789473684,4.767771708432053,-1.5243500000000042e-10
-3.2,0.1,4.288e-12,-4.8310000000000006e-11,-3.0240000000000004e-11,2.871e-12,4.8310000000000006e-11,4.288e-12,40,5,1.33e-07,2.6983082706766917e-05,0.3424537808157165,-1.8707499999999987e-10
-3.1,0.1,3.9356e-12,-9.8e-13,-1.526e-11,-1.8360999999999984e-11,9.8e-13,3.9356e-12,40,5,1.33e-07,-0.0001725657894736,-4.214075460587662,-1.8334999999999968e-10
-3.0,0.1,6.158e-13,-1.7200000000000001e-12,1.4900000000000001e-12,-3.3798999999999974e-11,1.7200000000000001e-12,6.158e-13,40,5,1.33e-07,-0.000317659774436,-0.7205775160408294,-2.8980000000000197e-11
-2.9,0.1,-2.8242e-12,2.7200000000000004e-11,7.93e-12,-2.415700000000003e-11,2.7200000000000004e-11,2.8242e-12,40,5,1.33e-07,-0.0002270394736842,4.177098556362356,1.2903999999999998e-10
-2.8000000000000003,0.1,-4.2156e-12,5.0460000000000006e-11,2.513e-11,-7.991000000000011e-12,5.0460000000000006e-11,4.2156e-12,40,5,1.33e-07,-7.51033834586467e-05,0.9738128633392064,2.067650000000004e-10
-2.7,0.1,-4.4224e-12,1.96e-12,2.303e-11,1.7195999999999984e-11,1.96e-12,4.4224e-12,40,5,1.33e-07,0.0001616165413533,-3.673869345616622,6.205499999999999e-11
-2.6,0.1,-7.764e-13,2.85e-12,2.6600000000000004e-12,4.419999999999998e-12,2.85e-12,7.764e-13,40,5,1.33e-07,4.154135338345862e-05,-0.4842554749826883,5.195499999999991e-11
-2.5,0.1,-3.5384e-12,4.167e-11,1.129e-11,2.7586999999999976e-11,4.167e-11,3.5384e-12,40,5,1.33e-07,0.0002592763157894,3.928922143013148,1.1881500000000007e-10
-2.4,0.1,4.741e-12,-2.087e-11,-4.239e-11,2.8183000000000035e-11,2.087e-11,4.741e-12,40,5,1.33e-07,0.0002648778195488,-1.134800218343292,-2.995150000000005e-10
-2.3000000000000003,0.1,2.0982e-12,-8e-13,-1.02e-12,-3.231600000000004e-11,8e-13,2.0982e-12,40,5,1.33e-07,-0.0003037218045112,-2.1989318521195527,-2.903300000000004e-10
-2.2,0.1,-1.7222e-12,8.490000000000001e-12,3.91e-12,-2.9882999999999965e-11,8.490000000000001e-12,1.7222e-12,40,5,1.33e-07,-0.0002808552631578,1.3340285772864202,3.2483999999999973e-10
-2.1,0.1,-3.8784e-12,4.6120000000000005e-11,1.511e-11,3.265199999999997e-11,4.6120000000000005e-11,3.8784e-12,40,5,1.33e-07,0.0003068796992481,2.2294946960908195,1.675599999999997e-10
-2.0,0.1,4.8082e-12,-1.076e-11,-4.344e-11,3.6290000000000008e-12,1.076e-11,4.8082e-12,40,5,1.33e-07,3.4107142857142854e-05,-0.4499186346531126,-2.6213499999999994e-10
-1.9,0.1,-3.1526e-12,1.3000000000000001e-12,5.2600000000000014e-12,-1.9775000000000004e-11,1.3000000000000001e-12,3.1526e-12,40,5,1.33e-07,-0.0001858552631578,-3.754658386679096,1.5128999999999982e-10
-1.8,0.1,8.531999999999999e-13,-3.23e-12,-3.2200000000000004e-12,3.3886999999999967e-11,3.23e-12,8.531999999999999e-13,40,5,1.33e-07,0.0003184868421052,0.3030758897578952,-4.082999999999995e-11
