VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,1.1334e-12,-1e-06,9.997e-07,160,15,-5.176600000000018e-11,1e-06,1.1334e-12,1.33e-07,-0.0003648919172932,5.5234201627036414,4.756600000000035e-10
-4.9,0.1,-4.0432e-12,-9.9998e-07,1.00004e-06,160,15,-4.199999999999997e-12,9.9998e-07,4.0432e-12,1.33e-07,-2.9605263157894712e-05,-2.9346154939910525,4.0212000000000037e-10
-4.8,0.1,2.934e-13,-1e-06,9.9966e-07,160,15,2.8657999999999968e-11,1e-06,2.934e-13,1.33e-07,0.0002020065789473,-1.8962494054673389,-7.186000000000031e-11
-4.7,0.1,1.6884e-12,-9.9998e-07,1e-06,160,15,-1.857200000000007e-11,9.9998e-07,1.6884e-12,1.33e-07,-0.0001309116541353,5.333464823389003,-3.1112500000000077e-10
-4.6000000000000005,0.1,-3.421e-12,-9.9998e-07,9.9986e-07,160,15,-3.356699999999997e-11,9.9998e-07,3.421e-12,1.33e-07,-0.0002366094924812,2.368303613050775,2.828999999999999e-10
-4.5,0.1,-5.025e-12,-1e-06,1.00016e-06,160,15,3.800799999999997e-11,1e-06,5.025e-12,1.33e-07,0.0002679135338345,0.435427710185818,2.4965999999999953e-10
-4.4,0.1,4.1806e-12,-1e-06,9.9996e-07,160,15,1.6364999999999987e-11,1e-06,4.1806e-12,1.33e-07,0.000115354793233,-2.288009821302317,-2.430099999999996e-10
-4.3,0.1,-1.752e-12,-1e-06,1.00004e-06,160,15,-1.0593999999999991e-11,1e-06,1.752e-12,1.33e-07,-7.467575187969917e-05,-1.5349604046690222,-1.2863499999999978e-10
-4.2,0.1,2.0618e-12,-9.9998e-07,1.00024e-06,160,15,-9.361999999999993e-12,9.9998e-07,2.0618e-12,1.33e-07,-6.599154135338337e-05,1.578510099503728,-1.2244499999999978e-10
-4.1,0.1,-3.6244e-12,-9.9996e-07,1.00046e-06,160,15,-3.5082999999999964e-11,9.9996e-07,3.6244e-12,1.33e-07,-0.0002472955827067,1.903897968169524,2.4045e-10
-4.0,0.1,-4.9548e-12,-1e-06,9.9998e-07,160,15,3.8728000000000046e-11,1e-06,4.9548e-12,1.33e-07,0.0002729887218045,0.2789378471046614,2.541550000000003e-10
-3.9,0.1,4.1212e-12,-1e-06,1.00006e-06,160,15,1.574800000000002e-11,1e-06,4.1212e-12,1.33e-07,0.0001110056390977,-2.1925040203710946,-2.477000000000006e-10
-3.8,0.1,-1.8052e-12,-9.9998e-07,9.9992e-07,160,15,-1.0812000000000012e-11,9.9998e-07,1.8052e-12,1.33e-07,-7.621240601503767e-05,-1.6151679790377949,-1.1954000000000021e-10
-3.7,0.1,1.9588e-12,-9.9998e-07,1.00024e-06,160,15,-8.159999999999993e-12,9.9998e-07,1.9588e-12,1.33e-07,-5.7518796992481126e-05,1.3983973913616483,1.172099999999999e-10
-3.6,0.1,-3.4372e-12,-9.9998e-07,1.0002e-06,160,15,1.2629999999999986e-11,9.9998e-07,3.4372e-12,1.33e-07,8.902725563909763e-05,1.7987649253501454,2.4726999999999955e-10
-3.5,0.1,4.4848e-12,-9.9998e-07,1.00006e-06,160,15,4.129399999999997e-11,9.9998e-07,4.4848e-12,1.33e-07,0.0002910761278195,0.7349318766970907,-2.73435e-10
-3.4,0.1,4.8216e-12,-9.9998e-07,9.998e-07,160,15,-4.205700000000006e-11,9.9998e-07,4.8216e-12,1.33e-07,-0.0002964544172932,-0.2886320908406418,-3.3161500000000036e-10
-3.3000000000000003,0.1,-3.9266e-12,-9.9998e-07,1.00028e-06,160,15,-2.502900000000003e-11,9.9998e-07,3.9266e-12,1.33e-07,-0.0001764262218045,-7.089507762995143,3.574450000000006e-10
-3.2,0.1,-1.842e-13,-9.9998e-07,9.9998e-07,160,15,2.9431999999999974e-11,9.9998e-07,1.842e-13,1.33e-07,0.000207462406015,-1.50902454458114,4.605500000000018e-11
-3.1,0.1,1.9598e-12,-9.9998e-07,1.00028e-06,160,15,-1.5817999999999986e-11,9.9998e-07,1.9598e-12,1.33e-07,-0.0001114990601503,6.297349395840136,-3.2231499999999947e-10
-3.0,0.1,-3.3478e-12,-9.9998e-07,9.9962e-07,160,15,-3.503099999999997e-11,9.9998e-07,3.3478e-12,1.33e-07,-0.0002469290413533,2.0538495915847648,2.707199999999999e-10
-2.9,0.1,-5.0464e-12,-1e-06,9.9988e-07,160,15,3.832600000000005e-11,1e-06,5.0464e-12,1.33e-07,0.0002701550751879,0.5523139107999872,2.616250000000003e-10
-2.8000000000000003,0.1,4.3174e-12,-9.9998e-07,9.9988e-07,160,15,1.729400000000002e-11,9.9998e-07,4.3174e-12,1.33e-07,0.0001219031954887,-2.511202907068414,-2.458000000000005e-10
-2.7,0.1,-1.5876e-12,-1e-06,1.00024e-06,160,15,-1.0833999999999989e-11,1e-06,1.5876e-12,1.33e-07,-7.636748120300742e-05,-1.5133132286072546,-1.344949999999999e-10
-2.6,0.1,2.1506e-12,-1e-06,9.9978e-07,160,15,-9.604999999999987e-12,1e-06,2.1506e-12,1.33e-07,-6.7704417293233e-05,1.7219638440268157,-1.2377499999999976e-10
-2.5,0.1,-3.5086e-12,-1.00002e-06,1.00022e-06,160,15,-3.558899999999997e-11,1.00002e-06,3.5086e-12,1.33e-07,-0.00025086231203,1.8177600268526088,2.39805e-10
-2.4,0.1,-4.9672e-12,-1e-06,9.999e-07,160,15,3.835600000000005e-11,1e-06,4.9672e-12,1.33e-07,0.0002703665413533,0.3711541042481419,2.602500000000003e-10
