VG,VD,ID,IG,IS,gm,absIg,absId,W,L,Ca,mobLin,SS,d2
-5.0,0.1,2.8334e-12,-3.645e-11,1.713e-11,-3.188200000000011e-11,3.645e-11,2.8334e-12,10,5,1.33e-07,-0.0011985714285714,-9.023242784084195,3.268200000000023e-10
-4.9,0.1,-3.548e-13,1.4900000000000001e-12,-2.09e-12,7.999999999999979e-13,1.4900000000000001e-12,3.548e-13,10,5,1.33e-07,3.0075187969924727e-05,0.1192843237735984,2.728400000000002e-10
-4.8,0.1,2.9934e-12,-2.77e-11,-7.990000000000001e-12,2.268599999999998e-11,2.77e-11,2.9934e-12,10,5,1.33e-07,0.0008528571428571,5.3572097737038105,-2.0080500000000048e-10
-4.7,0.1,4.1824e-12,-4.9370000000000006e-11,-2.368e-11,-3.936100000000014e-11,4.9370000000000006e-11,4.1824e-12,10,5,1.33e-07,-0.0014797368421052,1.0607413041115026,-1.6681000000000043e-10
-4.6000000000000005,0.1,-4.8788e-12,1.4800000000000004e-12,3.96e-11,-1.0675999999999987e-11,1.4800000000000004e-12,4.8788e-12,10,5,1.33e-07,-0.0004013533834586,-1.5513264651066092,2.729250000000004e-10
-4.5,0.1,2.0472e-12,-1.7100000000000002e-12,-5e-14,1.5223999999999986e-11,1.7100000000000002e-12,2.0472e-12,10,5,1.33e-07,0.0005723308270676,-2.1245684190556062,-9.543999999999984e-11
-4.4,0.1,-1.834e-12,1.129e-11,4.800000000000001e-12,-2.9763999999999966e-11,1.129e-11,1.834e-12,10,5,1.33e-07,-0.001118947368421,1.4026374459699196,9.055999999999984e-11
-4.3,0.1,-3.9056e-12,4.636e-11,1.632e-11,3.333599999999997e-11,4.636e-11,3.9056e-12,10,5,1.33e-07,0.0012532330827067,2.1041771773931366,1.7492999999999967e-10
-4.2,0.1,4.8332e-12,-6.690000000000001e-12,-4.273e-11,5.2219999999999945e-12,6.690000000000001e-12,4.8332e-12,10,5,1.33e-07,0.0001963157894736,-0.6756977285036031,-2.6031999999999957e-10
-4.1,0.1,-2.8612e-12,1.96e-12,3.38e-12,-1.8727999999999982e-11,1.96e-12,2.8612e-12,10,5,1.33e-07,-0.0007040601503759,-3.2388278394858423,1.378750000000001e-10
