VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,9.999000000000002e-07,-9.9998e-07,-1.3419e-10,20,20,1.9999999999980397e-09,9.9998e-07,9.999000000000002e-07,1.33e-07,0.1503759398494766,0.000868588966707,-8.999999999994436e-09
-4.9,0.1,1.0001e-06,-9.9998e-07,-1.3602e-10,20,20,1.099999999998599e-09,9.9998e-07,1.0001e-06,1.33e-07,0.0827067669171879,0.0004777191548299,-1.199999999998716e-08
-4.8,0.1,1.00012e-06,-9.9998e-07,-5.909e-11,20,20,-3.9999999999939436e-10,9.9998e-07,1.00012e-06,1.33e-07,-0.0300751879698792,-0.0001737073704122,-2.4999999999895813e-09
-4.7,0.1,1.00002e-06,-1e-06,-1.1129e-10,20,20,6.000000000006824e-10,1e-06,1.00002e-06,1.33e-07,0.0451127819549385,0.0002605297940938,4.4999999999918785e-09
-4.6000000000000005,0.1,1.00024e-06,-9.9998e-07,-8.547e-11,20,20,4.999999999989784e-10,9.9998e-07,1.00024e-06,1.33e-07,0.0375939849623291,0.0002171320418886,-5.500000000003592e-09
-4.5,0.1,1.00012e-06,-1e-06,-9.544000000000001e-11,20,20,-5.000000000000372e-10,1e-06,1.00012e-06,1.33e-07,-0.0375939849624088,-0.0002171059909983,-1.9999999999916766e-09
-4.4,0.1,1.00014e-06,-9.9998e-07,-1.0112e-10,20,20,1.000000000006427e-10,9.9998e-07,1.00014e-06,1.33e-07,0.0075187969925295,4.3423803095521367e-05,2.5000000000001837e-09
-4.3,0.1,1.00014e-06,-1e-06,-6.417000000000001e-11,20,20,0.0,1e-06,1.00014e-06,1.33e-07,0.0,0.0,-5.00000000003213e-10
-4.2,0.1,1.00014e-06,-9.9998e-07,-1.3771e-10,20,20,0.0,9.9998e-07,1.00014e-06,1.33e-07,0.0,0.0,-2.5000000000001837e-09
-4.1,0.1,1.00014e-06,-9.9998e-07,-6.147000000000001e-11,20,20,-5.000000000000372e-10,9.9998e-07,1.00014e-06,1.33e-07,-0.0375939849624088,-0.0002171276996376,2.5000000000001886e-09
-4.0,0.1,1.00004e-06,-1e-06,-1.1261e-10,20,20,5.000000000000382e-10,1e-06,1.00004e-06,1.33e-07,0.0375939849624088,0.0002171059909983,4.4999999999971675e-09
-3.9,0.1,1.00024e-06,-1e-06,-8.821000000000001e-11,20,20,3.9999999999939524e-10,1e-06,1.00024e-06,1.33e-07,0.0300751879698793,0.0001737038965421,-4.5000000000024664e-09
-3.8,0.1,1.00012e-06,-1e-06,-9.894000000000001e-11,20,20,-4.000000000004541e-10,1e-06,1.00012e-06,1.33e-07,-0.0300751879699589,-0.0001736830562437,-1.4999999999937651e-09
-3.7,0.1,1.00016e-06,-1e-06,-1.2549e-10,20,20,1.000000000006427e-10,1e-06,1.00016e-06,1.33e-07,0.0075187969925295,4.3423803095521367e-05,-4.999999999979148e-10
-3.6,0.1,1.00014e-06,-9.9998e-07,-6.612e-11,20,20,-5.000000000000372e-10,9.9998e-07,1.00014e-06,1.33e-07,-0.0375939849624088,-0.0002171233575642,1.99999999999697e-09
-3.5,0.1,1.00006e-06,-1e-06,-1.1096e-10,20,20,5.000000000000372e-10,1e-06,1.00006e-06,1.33e-07,0.0375939849624088,0.0002171059909983,5.0000000000003715e-09
-3.4,0.1,1.00024e-06,-1e-06,-8.952e-11,20,20,5.000000000000382e-10,1e-06,1.00024e-06,1.33e-07,0.0375939849624088,0.0002171233575642,-4.500000000002462e-09
-3.3000000000000003,0.1,1.00016e-06,-1e-06,-9.868e-11,20,20,-4.000000000004541e-10,1e-06,1.00016e-06,1.33e-07,-0.0300751879699589,-0.0001736830562437,-2.999999999998114e-09
-3.2,0.1,1.00016e-06,-1.00002e-06,-1.0202e-10,20,20,-9.999999999958389e-11,1.00002e-06,1.00016e-06,1.33e-07,-0.0075187969924499,-4.342293475456667e-05,2.0000000000022687e-09
-3.1,0.1,1.00014e-06,-1.00002e-06,-6.904e-11,20,20,0.0,1.00002e-06,1.00014e-06,1.33e-07,0.0,0.0,4.99999999997919e-10
-3.0,0.1,1.00016e-06,-9.9998e-07,-1.3878e-10,20,20,0.0,9.9998e-07,1.00016e-06,1.33e-07,0.0,0.0,-2.5000000000001886e-09
-2.9,0.1,1.00014e-06,-9.9998e-07,-6.029e-11,20,20,-5.000000000000382e-10,9.9998e-07,1.00014e-06,1.33e-07,-0.0375939849624088,-0.0002171233575642,1.9999999999969793e-09
-2.8000000000000003,0.1,1.00006e-06,-9.9998e-07,-1.1886000000000002e-10,20,20,3.9999999999939524e-10,9.9998e-07,1.00006e-06,1.33e-07,0.0300751879698793,0.0001736865292789,3.999999999999248e-09
-2.7,0.1,1.00022e-06,-9.9998e-07,-8.918000000000001e-11,20,20,2.9999999999981047e-10,9.9998e-07,1.00022e-06,1.33e-07,0.0225563909774293,0.0001302766197142,-3.4999999999960253e-09
-2.6,0.1,1.00012e-06,-9.9998e-07,-1.0025e-10,20,20,-2.9999999999981047e-10,9.9998e-07,1.00012e-06,1.33e-07,-0.0225563909774293,-0.0001302635945243,-4.999999999979192e-10
-2.5,0.1,1.00016e-06,-9.9998e-07,-9.744e-11,20,20,2.0000000000022658e-10,9.9998e-07,1.00016e-06,1.33e-07,0.0150375939849794,8.684673785008804e-05,1.499999999999051e-09
-2.4,0.1,1.00016e-06,-9.9998e-07,-7.827e-11,20,20,0.0,9.9998e-07,1.00016e-06,1.33e-07,0.0,0.0,-1.4999999999990556e-09
-2.3000000000000003,0.1,1.00016e-06,-9.9998e-07,-1.3767e-10,20,20,-9.999999999958413e-11,9.9998e-07,1.00016e-06,1.33e-07,-0.0075187969924499,-4.3422934754566765e-05,-3.499999999996029e-09
-2.2,0.1,1.00014e-06,-1.00002e-06,-5.832e-11,20,20,-6.999999999992049e-10,1.00002e-06,1.00014e-06,1.33e-07,-0.0526315789473086,-0.0003039787797387,2.9999999999981037e-09
-2.1,0.1,1.00002e-06,-9.9998e-07,-1.2122000000000002e-10,20,20,5.000000000000372e-10,9.9998e-07,1.00002e-06,1.33e-07,0.0375939849624088,0.0002171059909983,5.499999999992995e-09
-2.0,0.1,1.00024e-06,-1e-06,-8.748e-11,20,20,3.999999999993949e-10,1e-06,1.00024e-06,1.33e-07,0.0300751879698793,0.0001737073704122,-4.500000000002455e-09
-1.9,0.1,1.0001e-06,-1e-06,-1.0252e-10,20,20,-4.0000000000045367e-10,1e-06,1.0001e-06,1.33e-07,-0.0300751879699589,-0.0001736830562437,-4.999999999979219e-10
