VG,VD,ID,IG,IS,W,L,gm,absIg,absId,Ca,mobLin,SS,d2
-5.0,0.1,-3.8556e-12,-2.8300000000000007e-12,-7.870000000000001e-12,160,5,8.279000000000029e-11,2.8300000000000007e-12,3.8556e-12,1.33e-07,0.0001945253759398,0.5966424200469888,-4.28910000000005e-10
-4.9,0.1,4.4234e-12,-5.879000000000001e-11,-2.471e-11,160,5,3.989899999999996e-11,5.879000000000001e-11,4.4234e-12,1.33e-07,9.374765037593972e-05,0.1462387315484202,-5.03110000000001e-10
-4.8,0.1,4.1242e-12,-1.2500000000000001e-12,-1.402e-11,160,5,-1.7831999999999983e-11,1.2500000000000001e-12,4.1242e-12,1.33e-07,-4.189849624060146e-05,-3.5638769584032084,-3.6881000000000004e-10
-4.7,0.1,8.57e-13,-2.8300000000000007e-12,1.21e-12,160,5,-3.386300000000012e-11,2.8300000000000007e-12,8.57e-13,1.33e-07,-7.956531954887243e-05,-0.9617806934977348,-3.4300000000000104e-11
-4.6000000000000005,0.1,-2.6484e-12,2.529e-11,5.780000000000001e-12,160,5,-2.4691999999999976e-11,2.529e-11,2.6484e-12,1.33e-07,-5.801691729323302e-05,3.389141691106309,3.562800000000001e-10
-4.5,0.1,-4.0814e-12,5.935000000000001e-11,1.724e-11,160,5,3.739299999999996e-11,5.935000000000001e-11,4.0814e-12,1.33e-07,8.785949248120289e-05,1.3049076718913966,1.732649999999997e-10
-4.4,0.1,4.8302e-12,-2.46e-12,-3.424e-11,160,5,9.960999999999993e-12,2.46e-12,4.8302e-12,1.33e-07,2.340460526315787e-05,-1.4541457148975288,-2.655049999999995e-10
-4.3,0.1,-2.0892e-12,1.83e-12,2.1000000000000001e-13,160,5,-1.5707999999999986e-11,1.83e-12,2.0892e-12,1.33e-07,-3.690789473684206e-05,-2.282191643251783,9.850499999999984e-11
-4.2,0.1,1.6886e-12,-9.51e-12,-3.86e-12,160,5,2.9661999999999976e-11,9.51e-12,1.6886e-12,1.33e-07,6.969454887218039e-05,1.3235648427892854,-8.384999999999984e-11
-4.1,0.1,3.8432e-12,-5.444e-11,-1.245e-11,160,5,-3.247799999999997e-11,5.444e-11,3.8432e-12,1.33e-07,-7.63110902255638e-05,2.2717366859572214,-2.7876999999999975e-10
-4.0,0.1,-4.807e-12,1.377e-11,3.5930000000000005e-11,160,5,-2.6092000000000037e-11,1.377e-11,4.807e-12,1.33e-07,-6.130639097744367e-05,-2.231635610219088,3.407850000000005e-10
-3.9,0.1,-1.3752e-12,2.9400000000000004e-12,-1.1000000000000002e-12,160,5,3.567900000000004e-11,2.9400000000000004e-12,1.3752e-12,1.33e-07,8.383223684210534e-05,-1.5737096484894697,2.671550000000007e-10
