VD,VG,ID,IG,IS,absIg,absId,r
0.0,-5,-4.7148e-12,1.0600000000000001e-12,3.3e-12,1.0600000000000001e-12,4.7148e-12,50065084609.993
0.1,-5,-2.7174e-12,2.418e-11,5.07e-12,2.418e-11,2.7174e-12,129533678756.47668
0.2,-5,-3.1708e-12,3.5490000000000005e-11,6.990000000000001e-12,3.5490000000000005e-11,3.1708e-12,-210304942166.1409
0.3,-5,-3.6684e-12,4.869e-11,9.690000000000003e-12,4.869e-11,3.6684e-12,-267165375367.35245
0.4,-5,-3.9194e-12,5.6250000000000006e-11,1.295e-11,5.6250000000000006e-11,3.9194e-12,-545851528384.2799
0.5,-5,-4.0348e-12,6.047e-11,1.7470000000000002e-11,6.047e-11,4.0348e-12,-571102227298.6853
0.6,-5,-4.2696e-12,6.062e-11,2.273e-11,6.062e-11,4.2696e-12,22646978893.01568
0.7,-5,4.7964e-12,-2.498e-11,-3.568e-11,2.498e-11,4.7964e-12,23185180032.92296
0.8,-5,4.3566e-12,-3.000000000000001e-13,-1.7420000000000003e-11,3.000000000000001e-13,4.3566e-12,-29033475597.363754
0.9,-5,-2.0922e-12,1.6300000000000001e-12,-2.4000000000000004e-13,1.6300000000000001e-12,2.0922e-12,-38198556094.57962
1.0,-5,-8.792e-13,2.42e-12,-1.6700000000000004e-12,2.42e-12,8.792e-13,85763293310.46317
1.1,-5,2.398e-13,6.3e-13,-2.23e-12,6.3e-13,2.398e-13,98804465961.86143
1.2,-5,1.145e-12,-4.37e-12,-3.23e-12,4.37e-12,1.145e-12,107100781835.70737
1.3,-5,2.1072e-12,-1.4940000000000002e-11,-4.37e-12,1.4940000000000002e-11,2.1072e-12,127518490181.07635
1.4,-5,2.7134e-12,-2.464e-11,-5.55e-12,2.464e-11,2.7134e-12,171762281003.0917
1.5,-5,3.2716e-12,-3.784e-11,-7.380000000000001e-12,3.784e-11,3.2716e-12,208768267223.38205
1.6,-5,3.6714e-12,-4.752e-11,-9.77e-12,4.752e-11,3.6714e-12,293427230046.9484
1.7,-5,3.9532e-12,-5.553000000000001e-11,-1.293e-11,5.553000000000001e-11,3.9532e-12,445434298440.9797
1.8,-5,4.1204e-12,-6.083e-11,-1.754e-11,6.083e-11,4.1204e-12,656598818122.1277
1.9,-5,4.2578e-12,-6.14e-11,-2.181e-11,6.14e-11,4.2578e-12,-22664430442.862965
2.0,-5,-4.704e-12,2.717e-11,3.547e-11,2.717e-11,4.704e-12,-23377048413.86726
2.1,-5,-4.2976e-12,1.4700000000000002e-12,1.7580000000000002e-11,1.4700000000000002e-12,4.2976e-12,30028226532.94099
2.2,-5,1.9564e-12,-2.8400000000000004e-12,2.8e-13,2.8400000000000004e-12,1.9564e-12,38986354775.8285
2.3000000000000003,-5,8.324e-13,-2.2700000000000002e-12,1.21e-12,2.2700000000000002e-12,8.324e-13,-83368070029.17871
2.4,-5,-4.426e-13,1.1600000000000001e-12,1.8100000000000002e-12,1.1600000000000001e-12,4.426e-13,-94786729857.8198
2.5,-5,-1.2776e-12,4.400000000000001e-12,2.69e-12,4.400000000000001e-12,1.2776e-12,-117000117000.1171
